sample_id,dataset,match_id,video_relpath,annotation_relpath,start_frame,hit_frame,end_frame,duration_frames,player_side,raw_label,canonical_label,coarse_label,fps,frame_width,frame_height,split,annotation_source,valid
fine_badminton_m01_00169,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21033,,21067,35,upper,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00170,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21069,,21081,13,lower,Drive,Drive,drive,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00171,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21437,,21457,21,lower,Soft Net Shot Return of Serve,Soft Net Shot Return of Serve,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00172,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21457,,21499,43,upper,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00173,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21501,,21517,17,lower,Drop Shot,Drop Shot,drop,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00174,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21521,,21545,25,upper,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00175,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21546,,21556,11,lower,Drive,Drive,drive,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00176,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21556,,21578,23,upper,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00177,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21578,,21588,11,lower,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00178,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21590,,21600,11,upper,Short Smash,Short Smash,smash,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00179,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21602,,21614,13,lower,Drop Shot Return of Smash,Drop Shot Return of Smash,drop,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00180,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21616,,21648,33,upper,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00181,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21648,,21664,17,lower,Drive,Drive,drive,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00182,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21666,,21688,23,upper,Soft Net Shot,Soft Net Shot,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00183,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21690,,21718,29,lower,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00184,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21718,,21740,23,upper,Drop Shot,Drop Shot,drop,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00185,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,21744,,21762,19,lower,Soft Net Shot,Soft Net Shot,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00186,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,22305,,22325,21,lower,Overhead Cross-court Net Shot,Overhead Cross-court Net Shot,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00187,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,22325,,22357,33,upper,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00188,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,22357,,22383,27,lower,Flat Clear,Flat Clear,clear,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00189,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,22385,,22411,27,upper,Flat Clear,Flat Clear,clear,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00190,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,22411,,22443,33,lower,Flat Clear,Flat Clear,clear,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00191,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,22902,,22916,15,lower,Short Serve,Short Serve,serve,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00192,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,22918,,22944,27,upper,Lift Return of Serve,Lift Return of Serve,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00193,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,22944,,22958,15,lower,Drop Shot,Drop Shot,drop,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00194,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,22958,,22986,29,upper,Soft Net Shot,Soft Net Shot,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00195,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,22986,,23002,17,lower,Net Shot,Net Shot,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00196,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,23008,,23030,23,upper,Soft Net Shot,Soft Net Shot,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00197,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,23429,,23443,15,lower,Short Serve,Short Serve,serve,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00198,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,23443,,23473,31,upper,Lift Return of Serve,Lift Return of Serve,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00199,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,23475,,23503,29,lower,Flat Clear,Flat Clear,clear,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00200,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,23505,,23513,9,upper,Smash(Full-length),Smash(Full-length),smash,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00201,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,23515,,23531,17,lower,Drive Return of Smash,Drive Return of Smash,drive,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00202,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,23533,,23555,23,upper,Push Shot,Push Shot,net_attack,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00203,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,23963,,23987,25,lower,Lift Return of Serve,Lift Return of Serve,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00204,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,23989,,24009,21,upper,Drop Shot,Drop Shot,drop,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00205,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24009,,24027,19,lower,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00206,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24029,,24041,13,upper,Jump Smash,Jump Smash,smash,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00207,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24428,,24434,7,upper,Smash Return of Serve,Smash Return of Serve,smash,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00208,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24436,,24456,21,lower,Lift Return of Serve,Lift Return of Serve,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00209,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24460,,24482,23,upper,Overhead Cross-court Net Shot,Overhead Cross-court Net Shot,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00210,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24482,,24514,33,lower,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00211,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24518,,24540,23,upper,Drive,Drive,drive,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00212,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24542,,24550,9,lower,Push Shot,Push Shot,net_attack,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00213,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24552,,24574,23,upper,Drop Shot,Drop Shot,drop,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00214,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24576,,24600,25,lower,Net Shot,Net Shot,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00215,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24602,,24638,37,upper,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00216,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24638,,24660,23,lower,Drop Shot,Drop Shot,drop,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00217,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24662,,24686,25,upper,Net Shot,Net Shot,net_shot,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00218,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24686,,24724,39,lower,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00219,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24724,,24742,19,upper,Drop Shot,Drop Shot,drop,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00220,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24744,,24764,21,lower,Lift,Lift,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00221,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24766,,24774,9,upper,Short Smash,Short Smash,smash,25.0,1280,720,train,Fine-Badminton-v1.0,True
fine_badminton_m01_00222,fine_badminton,2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade,videos/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade.mp4,annotations/2011 OSIM BWF World Superseries Finals-MS-MS - Group A-Chong Wei Lee vs. Peter Hoeg Gade_dataframe.csv,24774,,24792,19,lower,Lift Return of Smash,Lift Return of Smash,lift,25.0,1280,720,train,Fine-Badminton-v1.0,True
