sample_id,dataset,split,match_id,set_id,rally,ball_round,video_path,start_frame,hit_frame,end_frame,fps,player_side,raw_label,coarse_label,stroke_side,annotation_path
7_1_19_26,shuttleset,train,7,1,19,26,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,31689,31714,31739,25.0,bottom,防守回抽,drive,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_19_27,shuttleset,train,7,1,19,27,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,31715,31740,31765,25.0,top,點扣,smash,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_19_28,shuttleset,train,7,1,19,28,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,31731,31756,31781,25.0,bottom,擋小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_19_29,shuttleset,train,7,1,19,29,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,31757,31782,31807,25.0,top,挑球,lift,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_19_3,shuttleset,train,7,1,19,3,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,31178,31203,31228,25.0,top,點扣,smash,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_19_4,shuttleset,train,7,1,19,4,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,31190,31215,31240,25.0,bottom,擋小球,net_shot,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_19_5,shuttleset,train,7,1,19,5,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,31213,31238,31263,25.0,top,放小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_19_6,shuttleset,train,7,1,19,6,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,31231,31256,31281,25.0,bottom,推球,net_attack,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_19_7,shuttleset,train,7,1,19,7,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,31250,31275,31300,25.0,top,長球,clear,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_19_8,shuttleset,train,7,1,19,8,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,31285,31310,31335,25.0,bottom,殺球,smash,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_19_9,shuttleset,train,7,1,19,9,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,31294,31319,31344,25.0,top,擋小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_1,shuttleset,train,7,1,1,1,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14478,14503,14528,25.0,bottom,發短球,serve,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_10,shuttleset,train,7,1,1,10,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14682,14707,14732,25.0,top,挑球,lift,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_11,shuttleset,train,7,1,1,11,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14711,14736,14761,25.0,bottom,切球,drop,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_12,shuttleset,train,7,1,1,12,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14731,14756,14781,25.0,top,放小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_13,shuttleset,train,7,1,1,13,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14755,14780,14805,25.0,bottom,挑球,lift,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_14,shuttleset,train,7,1,1,14,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14785,14810,14835,25.0,top,殺球,smash,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_15,shuttleset,train,7,1,1,15,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14796,14821,14846,25.0,bottom,擋小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_16,shuttleset,train,7,1,1,16,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14820,14845,14870,25.0,top,推球,net_attack,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_17,shuttleset,train,7,1,1,17,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14845,14870,14895,25.0,bottom,過渡切球,drop,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_18,shuttleset,train,7,1,1,18,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14867,14892,14917,25.0,top,推球,net_attack,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_19,shuttleset,train,7,1,1,19,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14888,14913,14938,25.0,bottom,後場抽平球,drive,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_2,shuttleset,train,7,1,1,2,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14502,14527,14552,25.0,top,挑球,lift,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_20,shuttleset,train,7,1,1,20,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14899,14924,14949,25.0,top,平球,drive,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_3,shuttleset,train,7,1,1,3,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14529,14554,14579,25.0,bottom,殺球,smash,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_4,shuttleset,train,7,1,1,4,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14540,14565,14590,25.0,top,防守回抽,drive,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_5,shuttleset,train,7,1,1,5,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14565,14590,14615,25.0,bottom,擋小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_6,shuttleset,train,7,1,1,6,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14587,14612,14637,25.0,top,放小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_7,shuttleset,train,7,1,1,7,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14608,14633,14658,25.0,bottom,挑球,lift,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_8,shuttleset,train,7,1,1,8,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14640,14665,14690,25.0,top,殺球,smash,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_1_9,shuttleset,train,7,1,1,9,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,14656,14681,14706,25.0,bottom,擋小球,net_shot,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_20_1,shuttleset,train,7,1,20,1,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,32599,32624,32649,25.0,bottom,發短球,serve,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_20_10,shuttleset,train,7,1,20,10,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,32796,32821,32846,25.0,top,擋小球,net_shot,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_20_11,shuttleset,train,7,1,20,11,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,32817,32842,32867,25.0,bottom,挑球,lift,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_20_12,shuttleset,train,7,1,20,12,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,32857,32882,32907,25.0,top,切球,drop,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_20_13,shuttleset,train,7,1,20,13,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,32878,32903,32928,25.0,bottom,放小球,net_shot,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_20_14,shuttleset,train,7,1,20,14,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,32901,32926,32951,25.0,top,推球,net_attack,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_20_2,shuttleset,train,7,1,20,2,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,32615,32640,32665,25.0,top,放小球,net_shot,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_20_3,shuttleset,train,7,1,20,3,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,32637,32662,32687,25.0,bottom,放小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_20_4,shuttleset,train,7,1,20,4,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,32661,32686,32711,25.0,top,放小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_20_5,shuttleset,train,7,1,20,5,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,32684,32709,32734,25.0,bottom,挑球,lift,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_20_6,shuttleset,train,7,1,20,6,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,32728,32753,32778,25.0,top,殺球,smash,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_20_7,shuttleset,train,7,1,20,7,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,32739,32764,32789,25.0,bottom,擋小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_20_8,shuttleset,train,7,1,20,8,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,32759,32784,32809,25.0,top,推球,net_attack,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_20_9,shuttleset,train,7,1,20,9,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,32782,32807,32832,25.0,bottom,後場抽平球,drive,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_1,shuttleset,train,7,1,21,1,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33557,33582,33607,25.0,bottom,發短球,serve,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_10,shuttleset,train,7,1,21,10,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33747,33772,33797,25.0,top,切球,drop,aroundhead,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_11,shuttleset,train,7,1,21,11,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33762,33787,33812,25.0,bottom,放小球,net_shot,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_12,shuttleset,train,7,1,21,12,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33787,33812,33837,25.0,top,推球,net_attack,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_13,shuttleset,train,7,1,21,13,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33811,33836,33861,25.0,bottom,殺球,smash,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_14,shuttleset,train,7,1,21,14,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33822,33847,33872,25.0,top,擋小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_15,shuttleset,train,7,1,21,15,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33846,33871,33896,25.0,bottom,挑球,lift,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_16,shuttleset,train,7,1,21,16,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33872,33897,33922,25.0,top,點扣,smash,aroundhead,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_17,shuttleset,train,7,1,21,17,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33889,33914,33939,25.0,bottom,擋小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_18,shuttleset,train,7,1,21,18,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33914,33939,33964,25.0,top,放小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_19,shuttleset,train,7,1,21,19,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33938,33963,33988,25.0,bottom,挑球,lift,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_2,shuttleset,train,7,1,21,2,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33575,33600,33625,25.0,top,放小球,net_shot,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_20,shuttleset,train,7,1,21,20,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33977,34002,34027,25.0,top,過渡切球,drop,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_21,shuttleset,train,7,1,21,21,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33993,34018,34043,25.0,bottom,勾球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_22,shuttleset,train,7,1,21,22,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,34017,34042,34067,25.0,top,挑球,lift,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_23,shuttleset,train,7,1,21,23,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,34049,34074,34099,25.0,bottom,切球,drop,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_24,shuttleset,train,7,1,21,24,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,34073,34098,34123,25.0,top,勾球,net_shot,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_25,shuttleset,train,7,1,21,25,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,34095,34120,34145,25.0,bottom,放小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_26,shuttleset,train,7,1,21,26,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,34119,34144,34169,25.0,top,挑球,lift,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_27,shuttleset,train,7,1,21,27,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,34174,34199,34224,25.0,bottom,切球,drop,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_28,shuttleset,train,7,1,21,28,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,34191,34216,34241,25.0,top,平球,drive,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_29,shuttleset,train,7,1,21,29,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,34205,34230,34255,25.0,bottom,擋小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_3,shuttleset,train,7,1,21,3,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33594,33619,33644,25.0,bottom,挑球,lift,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_30,shuttleset,train,7,1,21,30,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,34228,34253,34278,25.0,top,放小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_31,shuttleset,train,7,1,21,31,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,34251,34276,34301,25.0,bottom,挑球,lift,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_4,shuttleset,train,7,1,21,4,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33629,33654,33679,25.0,top,過渡切球,drop,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_5,shuttleset,train,7,1,21,5,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33643,33668,33693,25.0,bottom,平球,drive,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_6,shuttleset,train,7,1,21,6,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33654,33679,33704,25.0,top,平球,drive,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_7,shuttleset,train,7,1,21,7,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33667,33692,33717,25.0,bottom,擋小球,net_shot,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_8,shuttleset,train,7,1,21,8,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33690,33715,33740,25.0,top,放小球,net_shot,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_21_9,shuttleset,train,7,1,21,9,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,33713,33738,33763,25.0,bottom,挑球,lift,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_22_1,shuttleset,train,7,1,22,1,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,36412,36437,36462,25.0,top,發短球,serve,backhand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
7_1_22_10,shuttleset,train,7,1,22,10,C:\Users\ADMIN\Downloads\shuttleSEt\7 Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals.mp4,36621,36646,36671,25.0,bottom,擋小球,net_shot,forehand,Kento_MOMOTA_CHOU_Tien_Chen_Malaysia_Open_2018_QuarterFinals/set1.csv
