sample_id,split,match_id,set_id,rally,ball_round,hit_frame,player_side,raw_label,coarse_label,stroke_side,stroke_side_source,flaw,valid_stroke_side,valid_coarse_label,joints_path,position_path,shuttle_path,annotation_path,video_name,video_url
44_3_38_1,test,44,3,38,1,123958,top,發短球,serve,backhand,backhand=1.0,,True,True,test/Top_發短球/44_3_38_1_joints.npy,test/Top_發短球/44_3_38_1_pos.npy,test/Top_發短球/44_3_38_1_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_38_2,test,44,3,38,2,123984,bottom,挑球,lift,forehand,both_flags_blank,,True,True,test/Bottom_挑球/44_3_38_2_joints.npy,test/Bottom_挑球/44_3_38_2_pos.npy,test/Bottom_挑球/44_3_38_2_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_38_3,test,44,3,38,3,124024,top,點扣,smash,forehand,both_flags_blank,,True,True,test/Top_殺球/44_3_38_3_joints.npy,test/Top_殺球/44_3_38_3_pos.npy,test/Top_殺球/44_3_38_3_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_38_4,test,44,3,38,4,124038,bottom,擋小球,net_shot,backhand,backhand=1.0,,True,True,test/Bottom_擋小球/44_3_38_4_joints.npy,test/Bottom_擋小球/44_3_38_4_pos.npy,test/Bottom_擋小球/44_3_38_4_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_38_5,test,44,3,38,5,124061,top,平球,drive,backhand,backhand=1.0,,True,True,test/Top_平球/44_3_38_5_joints.npy,test/Top_平球/44_3_38_5_pos.npy,test/Top_平球/44_3_38_5_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_38_6,test,44,3,38,6,124074,bottom,平球,drive,backhand,backhand=1.0,,True,True,test/Bottom_平球/44_3_38_6_joints.npy,test/Bottom_平球/44_3_38_6_pos.npy,test/Bottom_平球/44_3_38_6_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_38_7,test,44,3,38,7,124088,top,平球,drive,forehand,both_flags_blank,,True,True,test/Top_平球/44_3_38_7_joints.npy,test/Top_平球/44_3_38_7_pos.npy,test/Top_平球/44_3_38_7_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_38_8,test,44,3,38,8,124102,bottom,平球,drive,backhand,backhand=1.0,,True,True,test/Bottom_平球/44_3_38_8_joints.npy,test/Bottom_平球/44_3_38_8_pos.npy,test/Bottom_平球/44_3_38_8_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_3_1,test,44,3,3,1,82739,bottom,發長球,serve,backhand,backhand=1.0,,True,True,test/Bottom_發長球/44_3_3_1_joints.npy,test/Bottom_發長球/44_3_3_1_pos.npy,test/Bottom_發長球/44_3_3_1_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_3_2,test,44,3,3,2,82772,top,殺球,smash,forehand,both_flags_blank,,True,True,test/Top_殺球/44_3_3_2_joints.npy,test/Top_殺球/44_3_3_2_pos.npy,test/Top_殺球/44_3_3_2_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_4_1,test,44,3,4,1,83291,top,發短球,serve,backhand,backhand=1.0,,True,True,test/Top_發短球/44_3_4_1_joints.npy,test/Top_發短球/44_3_4_1_pos.npy,test/Top_發短球/44_3_4_1_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_4_10,test,44,3,4,10,83521,bottom,放小球,net_shot,backhand,backhand=1.0,,True,True,test/Bottom_放小球/44_3_4_10_joints.npy,test/Bottom_放小球/44_3_4_10_pos.npy,test/Bottom_放小球/44_3_4_10_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_4_11,test,44,3,4,11,83550,top,放小球,net_shot,forehand,both_flags_blank,,True,True,test/Top_放小球/44_3_4_11_joints.npy,test/Top_放小球/44_3_4_11_pos.npy,test/Top_放小球/44_3_4_11_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_4_12,test,44,3,4,12,83575,bottom,挑球,lift,backhand,backhand=1.0,,True,True,test/Bottom_挑球/44_3_4_12_joints.npy,test/Bottom_挑球/44_3_4_12_pos.npy,test/Bottom_挑球/44_3_4_12_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_4_13,test,44,3,4,13,83616,top,殺球,smash,forehand,both_flags_blank,,True,True,test/Top_殺球/44_3_4_13_joints.npy,test/Top_殺球/44_3_4_13_pos.npy,test/Top_殺球/44_3_4_13_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_4_2,test,44,3,4,2,83312,bottom,挑球,lift,forehand,both_flags_blank,,True,True,test/Bottom_挑球/44_3_4_2_joints.npy,test/Bottom_挑球/44_3_4_2_pos.npy,test/Bottom_挑球/44_3_4_2_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_4_3,test,44,3,4,3,83338,top,殺球,smash,aroundhead,aroundhead=1.0,,True,True,test/Top_殺球/44_3_4_3_joints.npy,test/Top_殺球/44_3_4_3_pos.npy,test/Top_殺球/44_3_4_3_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_4_4,test,44,3,4,4,83352,bottom,勾球,net_shot,forehand,both_flags_blank,,True,True,test/Bottom_勾球/44_3_4_4_joints.npy,test/Bottom_勾球/44_3_4_4_pos.npy,test/Bottom_勾球/44_3_4_4_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_4_5,test,44,3,4,5,83383,top,放小球,net_shot,forehand,both_flags_blank,,True,True,test/Top_放小球/44_3_4_5_joints.npy,test/Top_放小球/44_3_4_5_pos.npy,test/Top_放小球/44_3_4_5_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_4_6,test,44,3,4,6,83406,bottom,放小球,net_shot,backhand,backhand=1.0,,True,True,test/Bottom_放小球/44_3_4_6_joints.npy,test/Bottom_放小球/44_3_4_6_pos.npy,test/Bottom_放小球/44_3_4_6_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_4_7,test,44,3,4,7,83430,top,挑球,lift,backhand,backhand=1.0,,True,True,test/Top_挑球/44_3_4_7_joints.npy,test/Top_挑球/44_3_4_7_pos.npy,test/Top_挑球/44_3_4_7_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_4_8,test,44,3,4,8,83470,bottom,點扣,smash,aroundhead,aroundhead=1.0,,True,True,test/Bottom_殺球/44_3_4_8_joints.npy,test/Bottom_殺球/44_3_4_8_pos.npy,test/Bottom_殺球/44_3_4_8_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_4_9,test,44,3,4,9,83493,top,擋小球,net_shot,forehand,both_flags_blank,,True,True,test/Top_擋小球/44_3_4_9_joints.npy,test/Top_擋小球/44_3_4_9_pos.npy,test/Top_擋小球/44_3_4_9_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_5_1,test,44,3,5,1,84415,top,發短球,serve,backhand,backhand=1.0,,True,True,test/Top_發短球/44_3_5_1_joints.npy,test/Top_發短球/44_3_5_1_pos.npy,test/Top_發短球/44_3_5_1_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_5_10,test,44,3,5,10,84686,bottom,後場抽平球,drive,backhand,backhand=1.0,,True,True,test/Bottom_平球/44_3_5_10_joints.npy,test/Bottom_平球/44_3_5_10_pos.npy,test/Bottom_平球/44_3_5_10_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_5_11,test,44,3,5,11,84714,top,撲球,net_attack,forehand,both_flags_blank,,True,True,test/Top_撲球/44_3_5_11_joints.npy,test/Top_撲球/44_3_5_11_pos.npy,test/Top_撲球/44_3_5_11_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_5_2,test,44,3,5,2,84433,bottom,放小球,net_shot,forehand,both_flags_blank,,True,True,test/Bottom_放小球/44_3_5_2_joints.npy,test/Bottom_放小球/44_3_5_2_pos.npy,test/Bottom_放小球/44_3_5_2_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_5_3,test,44,3,5,3,84460,top,挑球,lift,backhand,backhand=1.0,,True,True,test/Top_挑球/44_3_5_3_joints.npy,test/Top_挑球/44_3_5_3_pos.npy,test/Top_挑球/44_3_5_3_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_5_4,test,44,3,5,4,84514,bottom,切球,drop,forehand,both_flags_blank,,True,True,test/Bottom_切球/44_3_5_4_joints.npy,test/Bottom_切球/44_3_5_4_pos.npy,test/Bottom_切球/44_3_5_4_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_5_5,test,44,3,5,5,84532,top,放小球,net_shot,forehand,both_flags_blank,,True,True,test/Top_放小球/44_3_5_5_joints.npy,test/Top_放小球/44_3_5_5_pos.npy,test/Top_放小球/44_3_5_5_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_5_6,test,44,3,5,6,84550,bottom,勾球,net_shot,forehand,both_flags_blank,,True,True,test/Bottom_勾球/44_3_5_6_joints.npy,test/Bottom_勾球/44_3_5_6_pos.npy,test/Bottom_勾球/44_3_5_6_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_5_7,test,44,3,5,7,84576,top,挑球,lift,forehand,both_flags_blank,,True,True,test/Top_挑球/44_3_5_7_joints.npy,test/Top_挑球/44_3_5_7_pos.npy,test/Top_挑球/44_3_5_7_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_5_8,test,44,3,5,8,84620,bottom,點扣,smash,forehand,both_flags_blank,,True,True,test/Bottom_殺球/44_3_5_8_joints.npy,test/Bottom_殺球/44_3_5_8_pos.npy,test/Bottom_殺球/44_3_5_8_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_5_9,test,44,3,5,9,84643,top,防守回挑,lift,forehand,both_flags_blank,,True,True,test/Top_挑球/44_3_5_9_joints.npy,test/Top_挑球/44_3_5_9_pos.npy,test/Top_挑球/44_3_5_9_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_6_1,test,44,3,6,1,85427,unknown,未知球種,unknown,forehand,both_flags_blank,1.0,False,False,test/未知球種/44_3_6_1_joints.npy,test/未知球種/44_3_6_1_pos.npy,test/未知球種/44_3_6_1_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_6_2,test,44,3,6,2,85427,unknown,未知球種,unknown,forehand,both_flags_blank,1.0,False,False,test/未知球種/44_3_6_2_joints.npy,test/未知球種/44_3_6_2_pos.npy,test/未知球種/44_3_6_2_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_6_3,test,44,3,6,3,85427,unknown,未知球種,unknown,forehand,both_flags_blank,1.0,False,False,test/未知球種/44_3_6_3_joints.npy,test/未知球種/44_3_6_3_pos.npy,test/未知球種/44_3_6_3_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_6_4,test,44,3,6,4,85469,bottom,殺球,smash,forehand,both_flags_blank,,True,True,test/Bottom_殺球/44_3_6_4_joints.npy,test/Bottom_殺球/44_3_6_4_pos.npy,test/Bottom_殺球/44_3_6_4_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_6_5,test,44,3,6,5,85486,top,防守回挑,lift,forehand,both_flags_blank,,True,True,test/Top_挑球/44_3_6_5_joints.npy,test/Top_挑球/44_3_6_5_pos.npy,test/Top_挑球/44_3_6_5_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_6_6,test,44,3,6,6,85511,bottom,殺球,smash,forehand,both_flags_blank,,True,True,test/Bottom_殺球/44_3_6_6_joints.npy,test/Bottom_殺球/44_3_6_6_pos.npy,test/Bottom_殺球/44_3_6_6_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_7_1,test,44,3,7,1,86259,bottom,發短球,serve,backhand,backhand=1.0,,True,True,test/Bottom_發短球/44_3_7_1_joints.npy,test/Bottom_發短球/44_3_7_1_pos.npy,test/Bottom_發短球/44_3_7_1_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_7_10,test,44,3,7,10,86416,top,挑球,lift,forehand,both_flags_blank,,True,True,test/Top_挑球/44_3_7_10_joints.npy,test/Top_挑球/44_3_7_10_pos.npy,test/Top_挑球/44_3_7_10_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_7_11,test,44,3,7,11,86459,bottom,殺球,smash,forehand,both_flags_blank,,True,True,test/Bottom_殺球/44_3_7_11_joints.npy,test/Bottom_殺球/44_3_7_11_pos.npy,test/Bottom_殺球/44_3_7_11_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_7_12,test,44,3,7,12,86478,top,擋小球,net_shot,backhand,backhand=1.0,,True,True,test/Top_擋小球/44_3_7_12_joints.npy,test/Top_擋小球/44_3_7_12_pos.npy,test/Top_擋小球/44_3_7_12_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_7_13,test,44,3,7,13,86504,bottom,撲球,net_attack,forehand,both_flags_blank,,True,True,test/Bottom_撲球/44_3_7_13_joints.npy,test/Bottom_撲球/44_3_7_13_pos.npy,test/Bottom_撲球/44_3_7_13_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_7_2,test,44,3,7,2,86275,top,放小球,net_shot,forehand,both_flags_blank,,True,True,test/Top_放小球/44_3_7_2_joints.npy,test/Top_放小球/44_3_7_2_pos.npy,test/Top_放小球/44_3_7_2_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_7_3,test,44,3,7,3,86287,bottom,平球,drive,forehand,both_flags_blank,,True,True,test/Bottom_平球/44_3_7_3_joints.npy,test/Bottom_平球/44_3_7_3_pos.npy,test/Bottom_平球/44_3_7_3_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_7_4,test,44,3,7,4,86301,top,放小球,net_shot,forehand,both_flags_blank,,True,True,test/Top_放小球/44_3_7_4_joints.npy,test/Top_放小球/44_3_7_4_pos.npy,test/Top_放小球/44_3_7_4_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_7_5,test,44,3,7,5,86320,bottom,撲球,net_attack,forehand,both_flags_blank,,True,True,test/Bottom_撲球/44_3_7_5_joints.npy,test/Bottom_撲球/44_3_7_5_pos.npy,test/Bottom_撲球/44_3_7_5_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_7_6,test,44,3,7,6,86332,top,防守回抽,drive,forehand,both_flags_blank,,True,True,test/Top_平球/44_3_7_6_joints.npy,test/Top_平球/44_3_7_6_pos.npy,test/Top_平球/44_3_7_6_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_7_7,test,44,3,7,7,86350,bottom,殺球,smash,aroundhead,aroundhead=1.0,,True,True,test/Bottom_殺球/44_3_7_7_joints.npy,test/Bottom_殺球/44_3_7_7_pos.npy,test/Bottom_殺球/44_3_7_7_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_7_8,test,44,3,7,8,86365,top,擋小球,net_shot,forehand,both_flags_blank,,True,True,test/Top_擋小球/44_3_7_8_joints.npy,test/Top_擋小球/44_3_7_8_pos.npy,test/Top_擋小球/44_3_7_8_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
44_3_7_9,test,44,3,7,9,86389,bottom,放小球,net_shot,backhand,backhand=1.0,,True,True,test/Bottom_放小球/44_3_7_9_joints.npy,test/Bottom_放小球/44_3_7_9_pos.npy,test/Bottom_放小球/44_3_7_9_shuttle.npy,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals/set3.csv,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,https://www.youtube.com/watch?v=j7_cjmJDYNU
