source_video,output_video,output_pose,split,class,view,subject,source_start_frame,source_end_frame,motion_peak_frame,peak_position,output_frames
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.33.700-00.01.36.356-seg13.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.33.700-00.01.36.356-seg13__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.33.700-00.01.36.356-seg13__motion_onset.npz,train,backhand_drive,side,Sub15,27,75,40,0.2708333333333333,64
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.39.844-00.01.42.204-seg14.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.39.844-00.01.42.204-seg14__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.39.844-00.01.42.204-seg14__motion_onset.npz,train,backhand_drive,side,Sub15,34,82,47,0.2708333333333333,64
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.59.509-00.03.02.099-seg25.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.59.509-00.03.02.099-seg25__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.59.509-00.03.02.099-seg25__motion_onset.npz,train,backhand_drive,side,Sub15,9,57,23,0.2916666666666667,64
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.03.04.225-00.03.08.305-seg26.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.03.04.225-00.03.08.305-seg26__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.03.04.225-00.03.08.305-seg26__motion_onset.npz,train,backhand_drive,side,Sub15,55,103,67,0.25,64
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.03.12.852-00.03.15.641-seg07.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.03.12.852-00.03.15.641-seg07__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.03.12.852-00.03.15.641-seg07__motion_onset.npz,train,backhand_drive,side,Sub16,33,81,45,0.25,64
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.03.55.627-00.03.59.126-seg09.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.03.55.627-00.03.59.126-seg09__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.03.55.627-00.03.59.126-seg09__motion_onset.npz,train,backhand_drive,side,Sub16,39,87,51,0.25,64
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.05.47.291-00.05.50.208-seg13.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.05.47.291-00.05.50.208-seg13__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.05.47.291-00.05.50.208-seg13__motion_onset.npz,train,backhand_drive,side,Sub16,25,73,43,0.375,64
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.21.666-00.01.24.338-seg14.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.21.666-00.01.24.338-seg14__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.21.666-00.01.24.338-seg14__motion_onset.npz,train,backhand_drive,side,Sub18,47,95,63,0.3333333333333333,64
data\manual_clips\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.02.02.506-00.02.05.439-seg04.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.02.02.506-00.02.05.439-seg04__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.02.02.506-00.02.05.439-seg04__motion_onset.npz,train,backhand_drive,side,Sub19,29,77,46,0.3541666666666667,64
data\manual_clips\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.02.55.693-00.02.59.622-seg06.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.02.55.693-00.02.59.622-seg06__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.02.55.693-00.02.59.622-seg06__motion_onset.npz,train,backhand_drive,side,Sub19,70,118,88,0.375,64
data\manual_clips\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.03.20.075-00.03.24.091-seg07.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.03.20.075-00.03.24.091-seg07__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.03.20.075-00.03.24.091-seg07__motion_onset.npz,train,backhand_drive,side,Sub19,75,123,85,0.20833333333333334,64
data\manual_clips\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.03.55.697-00.03.59.289-seg08.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.03.55.697-00.03.59.289-seg08__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.03.55.697-00.03.59.289-seg08__motion_onset.npz,train,backhand_drive,side,Sub19,41,89,57,0.3333333333333333,64
data\manual_clips\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.04.51.820-00.04.55.176-seg10.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.04.51.820-00.04.55.176-seg10__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.04.51.820-00.04.55.176-seg10__motion_onset.npz,train,backhand_drive,side,Sub19,46,94,61,0.3125,64
data\manual_clips\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.07.56.180-00.08.00.092-seg18.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.07.56.180-00.08.00.092-seg18__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.07.56.180-00.08.00.092-seg18__motion_onset.npz,train,backhand_drive,side,Sub19,57,105,71,0.2916666666666667,64
data\manual_clips\train\backhand_drive\side\Sub24\Backhand Drive Side Video-00.03.14.035-00.03.16.804-seg08.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub24\Backhand Drive Side Video-00.03.14.035-00.03.16.804-seg08__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub24\Backhand Drive Side Video-00.03.14.035-00.03.16.804-seg08__motion_onset.npz,train,backhand_drive,side,Sub24,15,63,33,0.375,64
data\manual_clips\train\backhand_drive\side\Sub24\Backhand Drive Side Video-00.05.27.250-00.05.30.635-seg11.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub24\Backhand Drive Side Video-00.05.27.250-00.05.30.635-seg11__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub24\Backhand Drive Side Video-00.05.27.250-00.05.30.635-seg11__motion_onset.npz,train,backhand_drive,side,Sub24,30,78,43,0.2708333333333333,64
data\manual_clips\train\backhand_drive\side\Sub24\Backhand Drive Side Video-00.05.50.950-00.05.53.781-seg12.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub24\Backhand Drive Side Video-00.05.50.950-00.05.53.781-seg12__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub24\Backhand Drive Side Video-00.05.50.950-00.05.53.781-seg12__motion_onset.npz,train,backhand_drive,side,Sub24,40,88,58,0.375,64
data\manual_clips\train\backhand_drive\side\Sub24\Backhand Drive Side Video-00.08.21.607-00.08.24.295-seg15.mov,data\manual_clips_motion_onset_augmented\train\backhand_drive\side\Sub24\Backhand Drive Side Video-00.08.21.607-00.08.24.295-seg15__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\backhand_drive\side\Sub24\Backhand Drive Side Video-00.08.21.607-00.08.24.295-seg15__motion_onset.npz,train,backhand_drive,side,Sub24,42,90,55,0.2708333333333333,64
data\manual_clips\train\forehand_clear\front\Sub08\Forehand Clear Front Video-00.04.09.085-00.04.12.994-seg05.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub08\Forehand Clear Front Video-00.04.09.085-00.04.12.994-seg05__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub08\Forehand Clear Front Video-00.04.09.085-00.04.12.994-seg05__motion_onset.npz,train,forehand_clear,front,Sub08,13,61,25,0.25,64
data\manual_clips\train\forehand_clear\front\Sub08\Forehand Clear Front Video-00.07.35.900-00.07.39.940-seg08.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub08\Forehand Clear Front Video-00.07.35.900-00.07.39.940-seg08__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub08\Forehand Clear Front Video-00.07.35.900-00.07.39.940-seg08__motion_onset.npz,train,forehand_clear,front,Sub08,32,80,42,0.20833333333333334,64
data\manual_clips\train\forehand_clear\front\Sub08\Forehand Clear Front Video-00.10.16.513-00.10.20.404-seg11.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub08\Forehand Clear Front Video-00.10.16.513-00.10.20.404-seg11__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub08\Forehand Clear Front Video-00.10.16.513-00.10.20.404-seg11__motion_onset.npz,train,forehand_clear,front,Sub08,22,70,40,0.375,64
data\manual_clips\train\forehand_clear\front\Sub08\Forehand Clear Front Video-00.12.12.597-00.12.16.886-seg13.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub08\Forehand Clear Front Video-00.12.12.597-00.12.16.886-seg13__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub08\Forehand Clear Front Video-00.12.12.597-00.12.16.886-seg13__motion_onset.npz,train,forehand_clear,front,Sub08,49,97,67,0.375,64
data\manual_clips\train\forehand_clear\front\Sub09\Forehand Clear Front Video-00.05.04.394-00.05.07.543-seg08.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub09\Forehand Clear Front Video-00.05.04.394-00.05.07.543-seg08__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub09\Forehand Clear Front Video-00.05.04.394-00.05.07.543-seg08__motion_onset.npz,train,forehand_clear,front,Sub09,10,58,28,0.375,64
data\manual_clips\train\forehand_clear\front\Sub09\Forehand Clear Front Video-00.08.11.655-00.08.14.890-seg10.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub09\Forehand Clear Front Video-00.08.11.655-00.08.14.890-seg10__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub09\Forehand Clear Front Video-00.08.11.655-00.08.14.890-seg10__motion_onset.npz,train,forehand_clear,front,Sub09,9,57,23,0.2916666666666667,64
data\manual_clips\train\forehand_clear\front\Sub09\Forehand Clear Front Video-00.09.42.482-00.09.46.104-seg11.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub09\Forehand Clear Front Video-00.09.42.482-00.09.46.104-seg11__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub09\Forehand Clear Front Video-00.09.42.482-00.09.46.104-seg11__motion_onset.npz,train,forehand_clear,front,Sub09,25,73,42,0.3541666666666667,64
data\manual_clips\train\forehand_clear\front\Sub11\Forehand Clear Front Video-00.08.24.716-00.08.28.196-seg02.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub11\Forehand Clear Front Video-00.08.24.716-00.08.28.196-seg02__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub11\Forehand Clear Front Video-00.08.24.716-00.08.28.196-seg02__motion_onset.npz,train,forehand_clear,front,Sub11,70,118,89,0.3958333333333333,64
data\manual_clips\train\forehand_clear\front\Sub11\Forehand Clear Front Video-00.10.51.617-00.10.54.961-seg06.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub11\Forehand Clear Front Video-00.10.51.617-00.10.54.961-seg06__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub11\Forehand Clear Front Video-00.10.51.617-00.10.54.961-seg06__motion_onset.npz,train,forehand_clear,front,Sub11,16,64,30,0.2916666666666667,64
data\manual_clips\train\forehand_clear\front\Sub11\Forehand Clear Front Video-00.11.49.385-00.11.53.153-seg07.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub11\Forehand Clear Front Video-00.11.49.385-00.11.53.153-seg07__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub11\Forehand Clear Front Video-00.11.49.385-00.11.53.153-seg07__motion_onset.npz,train,forehand_clear,front,Sub11,72,120,85,0.2708333333333333,64
data\manual_clips\train\forehand_clear\front\Sub11\Forehand Clear Front Video-00.12.25.658-00.12.29.674-seg08.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub11\Forehand Clear Front Video-00.12.25.658-00.12.29.674-seg08__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub11\Forehand Clear Front Video-00.12.25.658-00.12.29.674-seg08__motion_onset.npz,train,forehand_clear,front,Sub11,29,77,42,0.2708333333333333,64
data\manual_clips\train\forehand_clear\front\Sub12\Forehand Clear Front Video-00.01.10.260-00.01.14.301-seg10.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub12\Forehand Clear Front Video-00.01.10.260-00.01.14.301-seg10__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub12\Forehand Clear Front Video-00.01.10.260-00.01.14.301-seg10__motion_onset.npz,train,forehand_clear,front,Sub12,16,64,30,0.2916666666666667,64
data\manual_clips\train\forehand_clear\front\Sub12\Forehand Clear Front Video-00.01.49.739-00.01.53.980-seg16.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub12\Forehand Clear Front Video-00.01.49.739-00.01.53.980-seg16__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub12\Forehand Clear Front Video-00.01.49.739-00.01.53.980-seg16__motion_onset.npz,train,forehand_clear,front,Sub12,4,52,14,0.20833333333333334,64
data\manual_clips\train\forehand_clear\front\Sub12\Forehand Clear Front Video-00.02.04.300-00.02.08.084-seg18.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub12\Forehand Clear Front Video-00.02.04.300-00.02.08.084-seg18__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub12\Forehand Clear Front Video-00.02.04.300-00.02.08.084-seg18__motion_onset.npz,train,forehand_clear,front,Sub12,0,48,6,0.125,64
data\manual_clips\train\forehand_clear\front\Sub12\Forehand Clear Front Video-00.02.10.910-00.02.14.662-seg19.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub12\Forehand Clear Front Video-00.02.10.910-00.02.14.662-seg19__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub12\Forehand Clear Front Video-00.02.10.910-00.02.14.662-seg19__motion_onset.npz,train,forehand_clear,front,Sub12,38,86,54,0.3333333333333333,64
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.01.29.346-00.01.33.084-seg01.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.01.29.346-00.01.33.084-seg01__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.01.29.346-00.01.33.084-seg01__motion_onset.npz,train,forehand_clear,front,Sub13,76,124,89,0.2708333333333333,64
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.01.54.772-00.01.59.322-seg04.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.01.54.772-00.01.59.322-seg04__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.01.54.772-00.01.59.322-seg04__motion_onset.npz,train,forehand_clear,front,Sub13,58,106,74,0.3333333333333333,64
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.02.48.311-00.02.51.823-seg06.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.02.48.311-00.02.51.823-seg06__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.02.48.311-00.02.51.823-seg06__motion_onset.npz,train,forehand_clear,front,Sub13,40,88,55,0.3125,64
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.01.644-00.03.05.653-seg08.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.01.644-00.03.05.653-seg08__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.01.644-00.03.05.653-seg08__motion_onset.npz,train,forehand_clear,front,Sub13,37,85,49,0.25,64
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.14.980-00.03.18.828-seg10.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.14.980-00.03.18.828-seg10__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.14.980-00.03.18.828-seg10__motion_onset.npz,train,forehand_clear,front,Sub13,39,87,57,0.375,64
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.28.602-00.03.32.969-seg12.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.28.602-00.03.32.969-seg12__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.03.28.602-00.03.32.969-seg12__motion_onset.npz,train,forehand_clear,front,Sub13,72,120,87,0.3125,64
data\manual_clips\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.16.407-00.04.20.038-seg18.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.16.407-00.04.20.038-seg18__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub13\Forehand Clear Front Video-00.04.16.407-00.04.20.038-seg18__motion_onset.npz,train,forehand_clear,front,Sub13,45,93,61,0.3333333333333333,64
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.18.540-00.02.21.948-seg02.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.18.540-00.02.21.948-seg02__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.18.540-00.02.21.948-seg02__motion_onset.npz,train,forehand_clear,front,Sub15,37,85,51,0.2916666666666667,64
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.40.661-00.02.45.782-seg05.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.40.661-00.02.45.782-seg05__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.02.40.661-00.02.45.782-seg05__motion_onset.npz,train,forehand_clear,front,Sub15,89,137,108,0.3958333333333333,64
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.02.065-00.03.04.930-seg07.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.02.065-00.03.04.930-seg07__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.02.065-00.03.04.930-seg07__motion_onset.npz,train,forehand_clear,front,Sub15,6,54,18,0.25,64
data\manual_clips\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.54.316-00.03.57.045-seg13.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.54.316-00.03.57.045-seg13__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub15\Forehand Clear Front Video-00.03.54.316-00.03.57.045-seg13__motion_onset.npz,train,forehand_clear,front,Sub15,28,76,41,0.2708333333333333,64
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.02.05.444-00.02.09.398-seg02.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.02.05.444-00.02.09.398-seg02__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.02.05.444-00.02.09.398-seg02__motion_onset.npz,train,forehand_clear,front,Sub16,30,78,43,0.2708333333333333,64
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.02.41.013-00.02.45.100-seg03.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.02.41.013-00.02.45.100-seg03__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.02.41.013-00.02.45.100-seg03__motion_onset.npz,train,forehand_clear,front,Sub16,10,58,22,0.25,64
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.03.47.678-00.03.51.566-seg05.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.03.47.678-00.03.51.566-seg05__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.03.47.678-00.03.51.566-seg05__motion_onset.npz,train,forehand_clear,front,Sub16,24,72,42,0.375,64
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.04.57.307-00.05.00.861-seg08.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.04.57.307-00.05.00.861-seg08__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.04.57.307-00.05.00.861-seg08__motion_onset.npz,train,forehand_clear,front,Sub16,0,48,7,0.14583333333333334,64
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.06.28.266-00.06.31.448-seg10.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.06.28.266-00.06.31.448-seg10__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.06.28.266-00.06.31.448-seg10__motion_onset.npz,train,forehand_clear,front,Sub16,53,101,64,0.22916666666666666,64
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.07.09.932-00.07.13.826-seg12.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.07.09.932-00.07.13.826-seg12__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.07.09.932-00.07.13.826-seg12__motion_onset.npz,train,forehand_clear,front,Sub16,40,88,52,0.25,64
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.09.00.625-00.09.04.752-seg15.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.09.00.625-00.09.04.752-seg15__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.09.00.625-00.09.04.752-seg15__motion_onset.npz,train,forehand_clear,front,Sub16,69,117,81,0.25,64
data\manual_clips\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.13.56.003-00.13.59.883-seg19.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.13.56.003-00.13.59.883-seg19__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub16\Forehand Clear Front Video-00.13.56.003-00.13.59.883-seg19__motion_onset.npz,train,forehand_clear,front,Sub16,37,85,50,0.2708333333333333,64
data\manual_clips\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.05.782-00.00.08.854-seg01.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.05.782-00.00.08.854-seg01__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.00.05.782-00.00.08.854-seg01__motion_onset.npz,train,forehand_clear,front,Sub18,14,62,33,0.3958333333333333,64
data\manual_clips\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.02.06.677-00.02.10.829-seg18.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.02.06.677-00.02.10.829-seg18__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub18\Forehand Clear Front Video-00.02.06.677-00.02.10.829-seg18__motion_onset.npz,train,forehand_clear,front,Sub18,38,86,49,0.22916666666666666,64
data\manual_clips\train\forehand_clear\front\Sub19\Forehand Clear Front Video-00.01.25.699-00.01.30.240-seg03.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub19\Forehand Clear Front Video-00.01.25.699-00.01.30.240-seg03__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub19\Forehand Clear Front Video-00.01.25.699-00.01.30.240-seg03__motion_onset.npz,train,forehand_clear,front,Sub19,22,70,41,0.3958333333333333,64
data\manual_clips\train\forehand_clear\front\Sub19\Forehand Clear Front Video-00.02.21.758-00.02.25.562-seg06.mov,data\manual_clips_motion_onset_augmented\train\forehand_clear\front\Sub19\Forehand Clear Front Video-00.02.21.758-00.02.25.562-seg06__motion_onset.mp4,data\processed\manual_clips_2class_motion_onset_poses\train\forehand_clear\front\Sub19\Forehand Clear Front Video-00.02.21.758-00.02.25.562-seg06__motion_onset.npz,train,forehand_clear,front,Sub19,11,59,29,0.375,64
