frame_dir,class,label,view,subject,split,total_frames,detected_ratio,mean_confidence
train/backhand_drive/front/Sub24/Backhand Drive Front Video-00.08.32.309-00.08.35.525-seg21,backhand_drive,0,front,Sub24,train,112,0.883929,0.577886
train/backhand_drive/side/Sub08/Backhand Drive Side Video-00.00.34.074-00.00.37.149-seg01,backhand_drive,0,side,Sub08,train,96,1.000000,0.649498
train/backhand_drive/side/Sub08/Backhand Drive Side Video-00.00.53.585-00.00.56.394-seg02,backhand_drive,0,side,Sub08,train,103,1.000000,0.655899
train/backhand_drive/side/Sub08/Backhand Drive Side Video-00.01.36.939-00.01.40.104-seg03,backhand_drive,0,side,Sub08,train,125,1.000000,0.650061
train/backhand_drive/side/Sub08/Backhand Drive Side Video-00.02.10.545-00.02.13.112-seg04,backhand_drive,0,side,Sub08,train,95,1.000000,0.643871
train/backhand_drive/side/Sub08/Backhand Drive Side Video-00.02.48.215-00.02.51.027-seg05,backhand_drive,0,side,Sub08,train,92,1.000000,0.658534
train/backhand_drive/side/Sub08/Backhand Drive Side Video-00.03.39.822-00.03.42.565-seg06,backhand_drive,0,side,Sub08,train,108,1.000000,0.653763
train/backhand_drive/side/Sub08/Backhand Drive Side Video-00.04.33.930-00.04.36.908-seg07,backhand_drive,0,side,Sub08,train,119,1.000000,0.681915
train/backhand_drive/side/Sub08/Backhand Drive Side Video-00.05.04.838-00.05.08.148-seg08,backhand_drive,0,side,Sub08,train,126,1.000000,0.664890
train/backhand_drive/side/Sub08/Backhand Drive Side Video-00.05.50.384-00.05.54.411-seg09,backhand_drive,0,side,Sub08,train,134,1.000000,0.654966
train/backhand_drive/side/Sub08/Backhand Drive Side Video-00.06.34.143-00.06.37.831-seg10,backhand_drive,0,side,Sub08,train,116,1.000000,0.662406
train/backhand_drive/side/Sub08/Backhand Drive Side Video-00.08.09.091-00.08.13.493-seg11,backhand_drive,0,side,Sub08,train,136,1.000000,0.666619
train/backhand_drive/side/Sub08/Backhand Drive Side Video-00.10.19.600-00.10.23.583-seg12,backhand_drive,0,side,Sub08,train,139,1.000000,0.668314
train/backhand_drive/side/Sub09/Backhand Drive Side Video-00.00.13.895-00.00.16.201-seg01,backhand_drive,0,side,Sub09,train,98,1.000000,0.589014
train/backhand_drive/side/Sub09/Backhand Drive Side Video-00.00.55.052-00.00.58.396-seg02,backhand_drive,0,side,Sub09,train,103,1.000000,0.604351
train/backhand_drive/side/Sub09/Backhand Drive Side Video-00.01.15.334-00.01.17.931-seg03,backhand_drive,0,side,Sub09,train,89,1.000000,0.622151
train/backhand_drive/side/Sub09/Backhand Drive Side Video-00.01.39.887-00.01.42.492-seg04,backhand_drive,0,side,Sub09,train,106,1.000000,0.597289
train/backhand_drive/side/Sub09/Backhand Drive Side Video-00.01.51.628-00.01.54.099-seg05,backhand_drive,0,side,Sub09,train,94,1.000000,0.596540
train/backhand_drive/side/Sub09/Backhand Drive Side Video-00.02.19.974-00.02.23.209-seg06,backhand_drive,0,side,Sub09,train,101,1.000000,0.621564
train/backhand_drive/side/Sub09/Backhand Drive Side Video-00.02.31.955-00.02.34.793-seg07,backhand_drive,0,side,Sub09,train,88,1.000000,0.606572
train/backhand_drive/side/Sub09/Backhand Drive Side Video-00.03.13.045-00.03.15.658-seg08,backhand_drive,0,side,Sub09,train,84,1.000000,0.605201
train/backhand_drive/side/Sub09/Backhand Drive Side Video-00.03.31.195-00.03.33.417-seg09,backhand_drive,0,side,Sub09,train,77,1.000000,0.579434
train/backhand_drive/side/Sub09/Backhand Drive Side Video-00.05.24.532-00.05.27.778-seg10,backhand_drive,0,side,Sub09,train,118,1.000000,0.613099
train/backhand_drive/side/Sub09/Backhand Drive Side Video-00.06.42.074-00.06.44.814-seg11,backhand_drive,0,side,Sub09,train,89,1.000000,0.599517
train/backhand_drive/side/Sub09/Backhand Drive Side Video-00.07.22.437-00.07.25.709-seg12,backhand_drive,0,side,Sub09,train,116,1.000000,0.615249
train/backhand_drive/side/sub11/Backhand Drive Side Video-00.01.40.986-00.01.44.069-seg01,backhand_drive,0,side,sub11,train,124,1.000000,0.640898
train/backhand_drive/side/sub11/Backhand Drive Side Video-00.01.56.226-00.01.59.170-seg02,backhand_drive,0,side,sub11,train,97,1.000000,0.672300
train/backhand_drive/side/sub11/Backhand Drive Side Video-00.02.09.498-00.02.12.603-seg03,backhand_drive,0,side,sub11,train,110,1.000000,0.657368
train/backhand_drive/side/sub11/Backhand Drive Side Video-00.02.37.500-00.02.39.617-seg04,backhand_drive,0,side,sub11,train,80,1.000000,0.658090
train/backhand_drive/side/sub11/Backhand Drive Side Video-00.03.15.714-00.03.19.030-seg05,backhand_drive,0,side,sub11,train,122,1.000000,0.652150
train/backhand_drive/side/sub11/Backhand Drive Side Video-00.03.56.098-00.03.58.948-seg06,backhand_drive,0,side,sub11,train,90,1.000000,0.673552
train/backhand_drive/side/sub11/Backhand Drive Side Video-00.04.22.157-00.04.24.895-seg07,backhand_drive,0,side,sub11,train,88,1.000000,0.649197
train/backhand_drive/side/sub11/Backhand Drive Side Video-00.04.35.354-00.04.39.278-seg08,backhand_drive,0,side,sub11,train,130,1.000000,0.660518
train/backhand_drive/side/sub11/Backhand Drive Side Video-00.05.20.226-00.05.22.893-seg09,backhand_drive,0,side,sub11,train,88,1.000000,0.676629
train/backhand_drive/side/sub11/Backhand Drive Side Video-00.05.41.554-00.05.44.111-seg10,backhand_drive,0,side,sub11,train,95,1.000000,0.672737
train/backhand_drive/side/sub11/Backhand Drive Side Video-00.06.00.394-00.06.03.025-seg11,backhand_drive,0,side,sub11,train,92,1.000000,0.669556
train/backhand_drive/side/sub11/Backhand Drive Side Video-00.06.40.949-00.06.43.829-seg12,backhand_drive,0,side,sub11,train,116,1.000000,0.677069
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.00.22.804-00.00.26.139-seg01,backhand_drive,0,side,Sub12,train,126,1.000000,0.672734
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.00.28.930-00.00.32.578-seg02,backhand_drive,0,side,Sub12,train,139,1.000000,0.672828
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.00.35.342-00.00.39.070-seg03,backhand_drive,0,side,Sub12,train,124,1.000000,0.659249
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.01.30.578-00.01.34.028-seg04,backhand_drive,0,side,Sub12,train,122,1.000000,0.649120
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.01.36.800-00.01.40.582-seg05,backhand_drive,0,side,Sub12,train,139,1.000000,0.653308
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.01.43.218-00.01.46.377-seg06,backhand_drive,0,side,Sub12,train,103,1.000000,0.655409
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.01.49.038-00.01.53.061-seg07,backhand_drive,0,side,Sub12,train,123,1.000000,0.658349
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.01.55.804-00.01.59.698-seg08,backhand_drive,0,side,Sub12,train,142,1.000000,0.644503
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.02.02.417-00.02.05.578-seg09,backhand_drive,0,side,Sub12,train,109,1.000000,0.663121
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.02.08.388-00.02.12.192-seg10,backhand_drive,0,side,Sub12,train,127,1.000000,0.667928
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.02.14.978-00.02.18.498-seg11,backhand_drive,0,side,Sub12,train,136,1.000000,0.672021
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.02.31.575-00.02.36.407-seg12,backhand_drive,0,side,Sub12,train,164,1.000000,0.658562
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.02.39.204-00.02.43.331-seg13,backhand_drive,0,side,Sub12,train,131,1.000000,0.667113
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.02.46.040-00.02.51.144-seg14,backhand_drive,0,side,Sub12,train,156,1.000000,0.658606
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.02.53.939-00.02.58.236-seg15,backhand_drive,0,side,Sub12,train,159,1.000000,0.703437
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.03.00.978-00.03.07.946-seg16,backhand_drive,0,side,Sub12,train,240,1.000000,0.663021
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.03.10.829-00.03.14.339-seg17,backhand_drive,0,side,Sub12,train,132,1.000000,0.664441
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.03.17.109-00.03.21.149-seg18,backhand_drive,0,side,Sub12,train,126,1.000000,0.662130
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.03.24.228-00.03.27.581-seg19,backhand_drive,0,side,Sub12,train,109,1.000000,0.667788
train/backhand_drive/side/Sub12/Backhand Drive Side Video-00.03.30.411-00.03.33.691-seg20,backhand_drive,0,side,Sub12,train,112,1.000000,0.705697
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.00.14.420-00.00.18.748-seg01,backhand_drive,0,side,Sub13,train,144,1.000000,0.747825
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.00.21.612-00.00.25.036-seg02,backhand_drive,0,side,Sub13,train,123,1.000000,0.718342
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.00.27.975-00.00.34.230-seg03,backhand_drive,0,side,Sub13,train,218,1.000000,0.742201
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.00.37.183-00.00.41.439-seg04,backhand_drive,0,side,Sub13,train,135,1.000000,0.740033
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.00.44.207-00.00.47.424-seg05,backhand_drive,0,side,Sub13,train,104,1.000000,0.739790
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.00.56.509-00.01.00.212-seg06,backhand_drive,0,side,Sub13,train,128,1.000000,0.716585
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.01.03.205-00.01.06.909-seg07,backhand_drive,0,side,Sub13,train,119,1.000000,0.702267
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.01.09.679-00.01.13.142-seg08,backhand_drive,0,side,Sub13,train,126,1.000000,0.709331
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.01.15.980-00.01.19.635-seg09,backhand_drive,0,side,Sub13,train,141,1.000000,0.710657
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.01.22.491-00.01.25.834-seg10,backhand_drive,0,side,Sub13,train,117,1.000000,0.703206
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.01.28.782-00.01.32.661-seg11,backhand_drive,0,side,Sub13,train,141,1.000000,0.693110
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.01.35.605-00.01.39.701-seg12,backhand_drive,0,side,Sub13,train,143,1.000000,0.696662
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.02.01.077-00.02.05.188-seg13,backhand_drive,0,side,Sub13,train,127,1.000000,0.709100
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.02.08.864-00.02.11.350-seg14,backhand_drive,0,side,Sub13,train,102,1.000000,0.736359
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.02.14.268-00.02.18.715-seg15,backhand_drive,0,side,Sub13,train,143,1.000000,0.712968
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.02.21.645-00.02.26.444-seg16,backhand_drive,0,side,Sub13,train,165,1.000000,0.765022
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.02.33.099-00.02.36.987-seg17,backhand_drive,0,side,Sub13,train,121,1.000000,0.701649
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.02.39.873-00.02.43.809-seg18,backhand_drive,0,side,Sub13,train,146,1.000000,0.710737
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.02.46.825-00.02.51.258-seg19,backhand_drive,0,side,Sub13,train,159,1.000000,0.693324
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.02.53.217-00.02.58.266-seg20,backhand_drive,0,side,Sub13,train,159,1.000000,0.706713
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.03.01.132-00.03.03.700-seg21,backhand_drive,0,side,Sub13,train,82,1.000000,0.735612
train/backhand_drive/side/Sub13/Backhand Drive Side Video-00.03.06.360-00.03.09.551-seg22,backhand_drive,0,side,Sub13,train,108,1.000000,0.731393
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.00.10.118-00.00.14.663-seg01,backhand_drive,0,side,Sub15,train,141,1.000000,0.684628
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.00.19.404-00.00.22.268-seg02,backhand_drive,0,side,Sub15,train,100,1.000000,0.672648
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.00.28.804-00.00.32.956-seg03,backhand_drive,0,side,Sub15,train,150,1.000000,0.667282
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.00.36.640-00.00.39.937-seg04,backhand_drive,0,side,Sub15,train,120,1.000000,0.684991
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.00.41.700-00.00.45.500-seg05,backhand_drive,0,side,Sub15,train,137,1.000000,0.670750
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.00.47.380-00.00.51.588-seg06,backhand_drive,0,side,Sub15,train,139,1.000000,0.669815
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.00.54.724-00.00.57.572-seg07,backhand_drive,0,side,Sub15,train,109,1.000000,0.682216
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.00.59.540-00.01.03.220-seg08,backhand_drive,0,side,Sub15,train,128,1.000000,0.681363
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.01.06.820-00.01.09.500-seg09,backhand_drive,0,side,Sub15,train,106,1.000000,0.671864
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.01.12.172-00.01.15.868-seg10,backhand_drive,0,side,Sub15,train,118,1.000000,0.681344
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.01.18.940-00.01.22.124-seg11,backhand_drive,0,side,Sub15,train,125,1.000000,0.694438
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.01.26.012-00.01.30.028-seg12,backhand_drive,0,side,Sub15,train,122,1.000000,0.684209
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.01.33.700-00.01.36.356-seg13,backhand_drive,0,side,Sub15,train,102,1.000000,0.678176
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.01.39.844-00.01.42.204-seg14,backhand_drive,0,side,Sub15,train,98,1.000000,0.688071
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.01.43.588-00.01.48.211-seg15,backhand_drive,0,side,Sub15,train,158,1.000000,0.694927
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.01.50.524-00.01.54.468-seg16,backhand_drive,0,side,Sub15,train,136,1.000000,0.687399
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.01.56.580-00.02.01.547-seg17,backhand_drive,0,side,Sub15,train,168,1.000000,0.707304
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.02.04.190-00.02.08.694-seg18,backhand_drive,0,side,Sub15,train,142,1.000000,0.689080
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.02.11.355-00.02.14.197-seg19,backhand_drive,0,side,Sub15,train,97,1.000000,0.689205
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.02.16.820-00.02.20.885-seg20,backhand_drive,0,side,Sub15,train,148,1.000000,0.678864
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.02.28.522-00.02.34.789-seg21,backhand_drive,0,side,Sub15,train,205,1.000000,0.682123
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.02.38.160-00.02.44.081-seg22,backhand_drive,0,side,Sub15,train,184,1.000000,0.672068
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.02.47.447-00.02.49.241-seg23,backhand_drive,0,side,Sub15,train,69,1.000000,0.674910
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.02.52.801-00.02.56.049-seg24,backhand_drive,0,side,Sub15,train,123,1.000000,0.689042
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.02.59.509-00.03.02.099-seg25,backhand_drive,0,side,Sub15,train,94,1.000000,0.675143
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.03.04.225-00.03.08.305-seg26,backhand_drive,0,side,Sub15,train,131,1.000000,0.694723
train/backhand_drive/side/Sub15/Backhand Drive Side Video-00.03.15.067-00.03.20.869-seg27,backhand_drive,0,side,Sub15,train,178,1.000000,0.682675
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.00.47.244-00.00.50.515-seg01,backhand_drive,0,side,Sub16,train,107,1.000000,0.656671
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.01.05.687-00.01.08.661-seg02,backhand_drive,0,side,Sub16,train,111,1.000000,0.656043
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.01.48.697-00.01.52.375-seg03,backhand_drive,0,side,Sub16,train,133,1.000000,0.638576
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.02.01.330-00.02.04.562-seg04,backhand_drive,0,side,Sub16,train,108,1.000000,0.656438
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.02.18.603-00.02.21.381-seg05,backhand_drive,0,side,Sub16,train,103,1.000000,0.656376
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.02.49.759-00.02.52.338-seg06,backhand_drive,0,side,Sub16,train,102,1.000000,0.650990
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.03.12.852-00.03.15.641-seg07,backhand_drive,0,side,Sub16,train,111,1.000000,0.652545
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.03.32.371-00.03.35.394-seg08,backhand_drive,0,side,Sub16,train,103,1.000000,0.646655
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.03.55.627-00.03.59.126-seg09,backhand_drive,0,side,Sub16,train,125,1.000000,0.652010
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.04.26.492-00.04.29.643-seg10,backhand_drive,0,side,Sub16,train,111,1.000000,0.657056
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.04.50.582-00.04.53.782-seg11,backhand_drive,0,side,Sub16,train,115,1.000000,0.655064
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.05.20.680-00.05.24.252-seg12,backhand_drive,0,side,Sub16,train,129,1.000000,0.650676
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.05.47.291-00.05.50.208-seg13,backhand_drive,0,side,Sub16,train,98,1.000000,0.639644
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.06.23.436-00.06.27.727-seg14,backhand_drive,0,side,Sub16,train,143,1.000000,0.637790
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.06.42.557-00.06.46.228-seg15,backhand_drive,0,side,Sub16,train,128,1.000000,0.651850
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.07.06.172-00.07.09.915-seg16,backhand_drive,0,side,Sub16,train,119,1.000000,0.649275
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.07.31.538-00.07.34.643-seg17,backhand_drive,0,side,Sub16,train,111,1.000000,0.642621
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.07.50.061-00.07.54.454-seg18,backhand_drive,0,side,Sub16,train,135,1.000000,0.643874
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.08.18.210-00.08.21.520-seg19,backhand_drive,0,side,Sub16,train,107,1.000000,0.648415
train/backhand_drive/side/Sub16/Backhand Drive Side Video-00.08.50.536-00.08.53.736-seg20,backhand_drive,0,side,Sub16,train,114,1.000000,0.642936
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.00.05.512-00.00.08.015-seg01,backhand_drive,0,side,Sub18,train,92,1.000000,0.657168
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.00.10.705-00.00.13.650-seg02,backhand_drive,0,side,Sub18,train,111,1.000000,0.645073
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.00.16.292-00.00.19.155-seg03,backhand_drive,0,side,Sub18,train,96,1.000000,0.648964
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.00.21.837-00.00.25.349-seg04,backhand_drive,0,side,Sub18,train,132,1.000000,0.652264
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.00.28.093-00.00.30.813-seg05,backhand_drive,0,side,Sub18,train,86,1.000000,0.650561
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.00.33.553-00.00.37.060-seg06,backhand_drive,0,side,Sub18,train,123,1.000000,0.670249
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.00.39.735-00.00.42.823-seg07,backhand_drive,0,side,Sub18,train,116,0.948276,0.620219
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.00.45.628-00.00.48.659-seg08,backhand_drive,0,side,Sub18,train,111,1.000000,0.651474
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.00.51.484-00.00.54.156-seg09,backhand_drive,0,side,Sub18,train,96,1.000000,0.641000
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.00.57.499-00.01.00.036-seg10,backhand_drive,0,side,Sub18,train,93,1.000000,0.636299
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.01.02.815-00.01.07.676-seg11,backhand_drive,0,side,Sub18,train,172,1.000000,0.640926
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.01.10.353-00.01.13.288-seg12,backhand_drive,0,side,Sub18,train,100,1.000000,0.651289
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.01.16.049-00.01.18.803-seg13,backhand_drive,0,side,Sub18,train,86,1.000000,0.654456
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.01.21.666-00.01.24.338-seg14,backhand_drive,0,side,Sub18,train,102,1.000000,0.655510
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.01.27.315-00.01.29.943-seg15,backhand_drive,0,side,Sub18,train,90,1.000000,0.652696
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.01.32.780-00.01.35.589-seg16,backhand_drive,0,side,Sub18,train,109,1.000000,0.668101
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.01.38.325-00.01.41.086-seg17,backhand_drive,0,side,Sub18,train,94,1.000000,0.657224
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.01.43.893-00.01.46.909-seg18,backhand_drive,0,side,Sub18,train,119,1.000000,0.650098
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.01.49.542-00.01.52.518-seg19,backhand_drive,0,side,Sub18,train,107,1.000000,0.670911
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.01.55.293-00.01.58.020-seg20,backhand_drive,0,side,Sub18,train,92,1.000000,0.656298
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.02.00.677-00.02.03.909-seg21,backhand_drive,0,side,Sub18,train,119,1.000000,0.661551
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.02.06.673-00.02.09.584-seg22,backhand_drive,0,side,Sub18,train,109,1.000000,0.661372
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.02.12.365-00.02.15.381-seg23,backhand_drive,0,side,Sub18,train,103,1.000000,0.664980
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.02.18.109-00.02.20.373-seg24,backhand_drive,0,side,Sub18,train,73,1.000000,0.656032
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.02.23.223-00.02.26.718-seg25,backhand_drive,0,side,Sub18,train,113,1.000000,0.657191
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.00.23.906-00.00.26.996-seg01,backhand_drive,0,side,Sub19,train,121,1.000000,0.647641
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.01.18.205-00.01.21.620-seg02,backhand_drive,0,side,Sub19,train,110,1.000000,0.687407
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.01.47.725-00.01.51.432-seg03,backhand_drive,0,side,Sub19,train,134,1.000000,0.672372
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.02.02.506-00.02.05.439-seg04,backhand_drive,0,side,Sub19,train,105,1.000000,0.673054
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.02.08.146-00.02.11.139-seg05,backhand_drive,0,side,Sub19,train,96,1.000000,0.668421
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.02.55.693-00.02.59.622-seg06,backhand_drive,0,side,Sub19,train,140,1.000000,0.680840
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.03.20.075-00.03.24.091-seg07,backhand_drive,0,side,Sub19,train,124,1.000000,0.678103
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.03.55.697-00.03.59.289-seg08,backhand_drive,0,side,Sub19,train,130,1.000000,0.669086
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.04.39.831-00.04.42.887-seg09,backhand_drive,0,side,Sub19,train,118,1.000000,0.668553
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.04.51.820-00.04.55.176-seg10,backhand_drive,0,side,Sub19,train,127,1.000000,0.656541
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.05.04.142-00.05.07.087-seg11,backhand_drive,0,side,Sub19,train,94,1.000000,0.669176
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.05.59.088-00.06.02.359-seg12,backhand_drive,0,side,Sub19,train,102,1.000000,0.667499
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.06.16.202-00.06.19.310-seg13,backhand_drive,0,side,Sub19,train,101,1.000000,0.667924
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.06.28.686-00.06.31.909-seg14,backhand_drive,0,side,Sub19,train,119,1.000000,0.665396
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.06.40.384-00.06.43.765-seg15,backhand_drive,0,side,Sub19,train,114,1.000000,0.661677
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.06.50.560-00.06.53.798-seg16,backhand_drive,0,side,Sub19,train,115,0.982609,0.653021
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.07.02.101-00.07.04.901-seg17,backhand_drive,0,side,Sub19,train,96,0.947917,0.632970
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.07.56.180-00.08.00.092-seg18,backhand_drive,0,side,Sub19,train,131,1.000000,0.667849
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.08.17.810-00.08.21.223-seg19,backhand_drive,0,side,Sub19,train,105,1.000000,0.678453
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.08.54.153-00.08.57.422-seg20,backhand_drive,0,side,Sub19,train,111,1.000000,0.682711
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.09.42.786-00.09.46.063-seg21,backhand_drive,0,side,Sub19,train,100,1.000000,0.679463
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.00.27.576-00.00.30.995-seg01,backhand_drive,0,side,Sub24,train,121,1.000000,0.600701
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.00.50.936-00.00.54.553-seg02,backhand_drive,0,side,Sub24,train,138,1.000000,0.570624
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.01.15.251-00.01.18.915-seg03,backhand_drive,0,side,Sub24,train,119,1.000000,0.600203
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.01.45.281-00.01.48.566-seg04,backhand_drive,0,side,Sub24,train,108,1.000000,0.627747
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.02.19.280-00.02.22.791-seg05,backhand_drive,0,side,Sub24,train,115,1.000000,0.611713
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.02.27.502-00.02.30.692-seg06,backhand_drive,0,side,Sub24,train,112,1.000000,0.632491
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.02.50.648-00.02.53.575-seg07,backhand_drive,0,side,Sub24,train,109,1.000000,0.580486
