frame_dir,class,label,view,subject,split,total_frames,detected_ratio,mean_confidence
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.01.55.293-00.01.58.020-seg20,backhand_drive,0,side,Sub18,train,92,1.000000,0.656298
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.02.00.677-00.02.03.909-seg21,backhand_drive,0,side,Sub18,train,119,1.000000,0.661551
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.02.06.673-00.02.09.584-seg22,backhand_drive,0,side,Sub18,train,109,1.000000,0.661372
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.02.12.365-00.02.15.381-seg23,backhand_drive,0,side,Sub18,train,103,1.000000,0.664980
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.02.18.109-00.02.20.373-seg24,backhand_drive,0,side,Sub18,train,73,1.000000,0.656032
train/backhand_drive/side/Sub18/Backhand Drive Side Video-00.02.23.223-00.02.26.718-seg25,backhand_drive,0,side,Sub18,train,113,1.000000,0.657191
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.00.23.906-00.00.26.996-seg01,backhand_drive,0,side,Sub19,train,121,1.000000,0.647641
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.01.18.205-00.01.21.620-seg02,backhand_drive,0,side,Sub19,train,110,1.000000,0.687407
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.01.47.725-00.01.51.432-seg03,backhand_drive,0,side,Sub19,train,134,1.000000,0.672372
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.02.02.506-00.02.05.439-seg04,backhand_drive,0,side,Sub19,train,105,1.000000,0.673054
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.02.08.146-00.02.11.139-seg05,backhand_drive,0,side,Sub19,train,96,1.000000,0.668421
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.02.55.693-00.02.59.622-seg06,backhand_drive,0,side,Sub19,train,140,1.000000,0.680840
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.03.20.075-00.03.24.091-seg07,backhand_drive,0,side,Sub19,train,124,1.000000,0.678103
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.03.55.697-00.03.59.289-seg08,backhand_drive,0,side,Sub19,train,130,1.000000,0.669086
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.04.39.831-00.04.42.887-seg09,backhand_drive,0,side,Sub19,train,118,1.000000,0.668553
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.04.51.820-00.04.55.176-seg10,backhand_drive,0,side,Sub19,train,127,1.000000,0.656541
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.05.04.142-00.05.07.087-seg11,backhand_drive,0,side,Sub19,train,94,1.000000,0.669176
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.05.59.088-00.06.02.359-seg12,backhand_drive,0,side,Sub19,train,102,1.000000,0.667499
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.06.16.202-00.06.19.310-seg13,backhand_drive,0,side,Sub19,train,101,1.000000,0.667924
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.06.28.686-00.06.31.909-seg14,backhand_drive,0,side,Sub19,train,119,1.000000,0.665396
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.06.40.384-00.06.43.765-seg15,backhand_drive,0,side,Sub19,train,114,1.000000,0.661677
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.06.50.560-00.06.53.798-seg16,backhand_drive,0,side,Sub19,train,115,0.982609,0.653021
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.07.02.101-00.07.04.901-seg17,backhand_drive,0,side,Sub19,train,96,0.947917,0.632970
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.07.56.180-00.08.00.092-seg18,backhand_drive,0,side,Sub19,train,131,1.000000,0.667849
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.08.17.810-00.08.21.223-seg19,backhand_drive,0,side,Sub19,train,105,1.000000,0.678453
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.08.54.153-00.08.57.422-seg20,backhand_drive,0,side,Sub19,train,111,1.000000,0.682711
train/backhand_drive/side/Sub19/Backhand Drive Side Video-00.09.42.786-00.09.46.063-seg21,backhand_drive,0,side,Sub19,train,100,1.000000,0.679463
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.00.27.576-00.00.30.995-seg01,backhand_drive,0,side,Sub24,train,121,1.000000,0.600701
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.00.50.936-00.00.54.553-seg02,backhand_drive,0,side,Sub24,train,138,1.000000,0.570624
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.01.15.251-00.01.18.915-seg03,backhand_drive,0,side,Sub24,train,119,1.000000,0.600203
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.01.45.281-00.01.48.566-seg04,backhand_drive,0,side,Sub24,train,108,1.000000,0.627747
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.02.19.280-00.02.22.791-seg05,backhand_drive,0,side,Sub24,train,115,1.000000,0.611713
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.02.27.502-00.02.30.692-seg06,backhand_drive,0,side,Sub24,train,112,1.000000,0.632491
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.02.50.648-00.02.53.575-seg07,backhand_drive,0,side,Sub24,train,109,1.000000,0.580486
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.03.14.035-00.03.16.804-seg08,backhand_drive,0,side,Sub24,train,86,1.000000,0.641058
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.03.31.583-00.03.34.756-seg09,backhand_drive,0,side,Sub24,train,114,1.000000,0.605336
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.04.59.584-00.05.02.428-seg10,backhand_drive,0,side,Sub24,train,104,1.000000,0.587808
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.05.27.250-00.05.30.635-seg11,backhand_drive,0,side,Sub24,train,111,1.000000,0.621330
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.05.50.950-00.05.53.781-seg12,backhand_drive,0,side,Sub24,train,115,1.000000,0.603174
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.06.07.366-00.06.10.398-seg13,backhand_drive,0,side,Sub24,train,103,1.000000,0.608445
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.08.00.080-00.08.02.615-seg14,backhand_drive,0,side,Sub24,train,80,1.000000,0.620795
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.08.21.607-00.08.24.295-seg15,backhand_drive,0,side,Sub24,train,100,1.000000,0.661055
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.08.43.689-00.08.46.293-seg16,backhand_drive,0,side,Sub24,train,100,1.000000,0.623730
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.09.21.505-00.09.24.546-seg17,backhand_drive,0,side,Sub24,train,108,1.000000,0.622000
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.09.53.384-00.09.56.621-seg18,backhand_drive,0,side,Sub24,train,110,1.000000,0.684388
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.10.38.767-00.10.41.803-seg19,backhand_drive,0,side,Sub24,train,116,1.000000,0.658785
train/backhand_drive/side/Sub24/Backhand Drive Side Video-00.11.09.444-00.11.12.014-seg20,backhand_drive,0,side,Sub24,train,92,1.000000,0.654966
train/forehand_clear/front/Sub08/Forehand Clear Front Video-00.00.32.483-00.00.35.999-seg01,forehand_clear,1,front,Sub08,train,121,1.000000,0.743041
train/forehand_clear/front/Sub08/Forehand Clear Front Video-00.01.21.949-00.01.26.309-seg02,forehand_clear,1,front,Sub08,train,161,1.000000,0.759176
train/forehand_clear/front/Sub08/Forehand Clear Front Video-00.01.53.542-00.01.57.307-seg03,forehand_clear,1,front,Sub08,train,131,1.000000,0.756666
train/forehand_clear/front/Sub08/Forehand Clear Front Video-00.02.57.134-00.03.01.160-seg04,forehand_clear,1,front,Sub08,train,126,1.000000,0.782787
train/forehand_clear/front/Sub08/Forehand Clear Front Video-00.04.09.085-00.04.12.994-seg05,forehand_clear,1,front,Sub08,train,121,1.000000,0.742160
train/forehand_clear/front/Sub08/Forehand Clear Front Video-00.04.53.406-00.04.56.395-seg06,forehand_clear,1,front,Sub08,train,103,1.000000,0.737015
train/forehand_clear/front/Sub08/Forehand Clear Front Video-00.06.31.126-00.06.35.367-seg07,forehand_clear,1,front,Sub08,train,133,1.000000,0.746700
train/forehand_clear/front/Sub08/Forehand Clear Front Video-00.07.35.900-00.07.39.940-seg08,forehand_clear,1,front,Sub08,train,150,1.000000,0.725233
train/forehand_clear/front/Sub08/Forehand Clear Front Video-00.08.18.047-00.08.22.001-seg09,forehand_clear,1,front,Sub08,train,122,1.000000,0.741239
train/forehand_clear/front/Sub08/Forehand Clear Front Video-00.09.01.521-00.09.04.687-seg10,forehand_clear,1,front,Sub08,train,112,1.000000,0.735060
train/forehand_clear/front/Sub08/Forehand Clear Front Video-00.10.16.513-00.10.20.404-seg11,forehand_clear,1,front,Sub08,train,134,1.000000,0.736711
train/forehand_clear/front/Sub08/Forehand Clear Front Video-00.11.10.573-00.11.14.272-seg12,forehand_clear,1,front,Sub08,train,132,1.000000,0.768827
train/forehand_clear/front/Sub08/Forehand Clear Front Video-00.12.12.597-00.12.16.886-seg13,forehand_clear,1,front,Sub08,train,150,1.000000,0.764273
train/forehand_clear/front/Sub09/Forehand Clear Front Video-00.00.51.449-00.00.55.080-seg01,forehand_clear,1,front,Sub09,train,124,0.870968,0.543208
train/forehand_clear/front/Sub09/Forehand Clear Front Video-00.06.00.398-00.06.04.221-seg09,forehand_clear,1,front,Sub09,train,135,0.851852,0.540132
train/forehand_clear/front/Sub12/Forehand Clear Front Video-00.00.06.805-00.00.10.102-seg01,forehand_clear,1,front,Sub12,train,125,0.840000,0.490698
train/forehand_clear/front/Sub12/Forehand Clear Front Video-00.00.24.081-00.00.28.216-seg03,forehand_clear,1,front,Sub12,train,138,0.826087,0.468256
train/forehand_clear/front/Sub12/Forehand Clear Front Video-00.00.37.781-00.00.41.429-seg05,forehand_clear,1,front,Sub12,train,114,0.938596,0.548461
train/forehand_clear/front/Sub12/Forehand Clear Front Video-00.00.44.050-00.00.48.258-seg06,forehand_clear,1,front,Sub12,train,139,0.884892,0.499148
train/forehand_clear/front/Sub12/Forehand Clear Front Video-00.00.50.996-00.00.55.035-seg07,forehand_clear,1,front,Sub12,train,133,0.872180,0.491551
train/forehand_clear/front/Sub12/Forehand Clear Front Video-00.01.03.914-00.01.07.497-seg09,forehand_clear,1,front,Sub12,train,116,0.801724,0.459268
train/forehand_clear/front/Sub12/Forehand Clear Front Video-00.01.10.260-00.01.14.301-seg10,forehand_clear,1,front,Sub12,train,141,0.865248,0.486560
train/forehand_clear/front/Sub12/Forehand Clear Front Video-00.01.17.010-00.01.21.756-seg11,forehand_clear,1,front,Sub12,train,154,0.837662,0.482635
train/forehand_clear/front/Sub12/Forehand Clear Front Video-00.01.36.724-00.01.40.676-seg14,forehand_clear,1,front,Sub12,train,122,0.803279,0.468064
train/forehand_clear/front/Sub12/Forehand Clear Front Video-00.01.43.454-00.01.46.977-seg15,forehand_clear,1,front,Sub12,train,131,0.847328,0.494217
train/forehand_clear/front/Sub12/Forehand Clear Front Video-00.02.04.300-00.02.08.084-seg18,forehand_clear,1,front,Sub12,train,134,0.820896,0.463010
train/forehand_clear/front/Sub12/Forehand Clear Front Video-00.02.10.910-00.02.14.662-seg19,forehand_clear,1,front,Sub12,train,121,0.826446,0.478933
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.01.29.346-00.01.33.084-seg01,forehand_clear,1,front,Sub13,train,124,0.870968,0.599411
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.01.37.363-00.01.40.484-seg02,forehand_clear,1,front,Sub13,train,106,1.000000,0.703803
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.01.46.626-00.01.51.994-seg03,forehand_clear,1,front,Sub13,train,181,0.966851,0.639136
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.01.54.772-00.01.59.322-seg04,forehand_clear,1,front,Sub13,train,161,0.962733,0.659495
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.02.40.050-00.02.45.425-seg05,forehand_clear,1,front,Sub13,train,164,1.000000,0.768438
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.02.48.311-00.02.51.823-seg06,forehand_clear,1,front,Sub13,train,116,1.000000,0.701075
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.02.54.531-00.02.58.970-seg07,forehand_clear,1,front,Sub13,train,151,1.000000,0.704172
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.03.01.644-00.03.05.653-seg08,forehand_clear,1,front,Sub13,train,141,0.943262,0.666653
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.03.08.567-00.03.12.123-seg09,forehand_clear,1,front,Sub13,train,125,0.960000,0.674278
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.03.14.980-00.03.18.828-seg10,forehand_clear,1,front,Sub13,train,146,0.897260,0.586921
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.03.21.722-00.03.25.936-seg11,forehand_clear,1,front,Sub13,train,150,0.953333,0.632329
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.03.28.602-00.03.32.969-seg12,forehand_clear,1,front,Sub13,train,151,1.000000,0.676894
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.03.35.653-00.03.39.821-seg13,forehand_clear,1,front,Sub13,train,146,1.000000,0.655338
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.03.50.437-00.03.52.933-seg14,forehand_clear,1,front,Sub13,train,90,1.000000,0.678020
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.03.55.776-00.03.58.272-seg15,forehand_clear,1,front,Sub13,train,100,1.000000,0.664809
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.04.00.094-00.04.06.030-seg16,forehand_clear,1,front,Sub13,train,182,1.000000,0.655513
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.04.08.857-00.04.13.624-seg17,forehand_clear,1,front,Sub13,train,170,1.000000,0.657916
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.04.16.407-00.04.20.038-seg18,forehand_clear,1,front,Sub13,train,123,0.959350,0.649615
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.04.22.758-00.04.28.301-seg19,forehand_clear,1,front,Sub13,train,191,1.000000,0.638760
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.04.31.133-00.04.34.677-seg20,forehand_clear,1,front,Sub13,train,112,0.928571,0.691574
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.04.37.665-00.04.42.217-seg21,forehand_clear,1,front,Sub13,train,158,0.955696,0.694460
train/forehand_clear/front/Sub13/Forehand Clear Front Video-00.04.45.138-00.04.49.269-seg22,forehand_clear,1,front,Sub13,train,130,0.961538,0.683683
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.02.10.887-00.02.14.432-seg01,forehand_clear,1,front,Sub15,train,134,1.000000,0.652794
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.02.18.540-00.02.21.948-seg02,forehand_clear,1,front,Sub15,train,120,1.000000,0.646354
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.02.25.409-00.02.30.225-seg03,forehand_clear,1,front,Sub15,train,158,1.000000,0.648002
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.02.33.443-00.02.37.682-seg04,forehand_clear,1,front,Sub15,train,142,1.000000,0.660799
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.02.40.661-00.02.45.782-seg05,forehand_clear,1,front,Sub15,train,175,1.000000,0.690774
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.02.48.825-00.02.53.057-seg06,forehand_clear,1,front,Sub15,train,153,1.000000,0.663337
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.03.02.065-00.03.04.930-seg07,forehand_clear,1,front,Sub15,train,89,1.000000,0.623942
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.03.08.658-00.03.12.378-seg08,forehand_clear,1,front,Sub15,train,133,1.000000,0.634682
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.03.15.628-00.03.19.507-seg09,forehand_clear,1,front,Sub15,train,137,1.000000,0.615881
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.03.24.378-00.03.29.459-seg10,forehand_clear,1,front,Sub15,train,166,1.000000,0.624103
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.03.33.536-00.03.36.418-seg11,forehand_clear,1,front,Sub15,train,105,1.000000,0.624773
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.03.40.202-00.03.44.331-seg12,forehand_clear,1,front,Sub15,train,132,1.000000,0.615312
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.03.54.316-00.03.57.045-seg13,forehand_clear,1,front,Sub15,train,94,1.000000,0.593395
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.04.00.021-00.04.03.467-seg14,forehand_clear,1,front,Sub15,train,107,1.000000,0.577744
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.04.07.147-00.04.10.548-seg15,forehand_clear,1,front,Sub15,train,109,1.000000,0.597999
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.04.13.946-00.04.17.097-seg16,forehand_clear,1,front,Sub15,train,125,1.000000,0.624069
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.04.20.170-00.04.23.802-seg17,forehand_clear,1,front,Sub15,train,117,1.000000,0.620391
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.04.26.741-00.04.32.430-seg18,forehand_clear,1,front,Sub15,train,195,1.000000,0.623578
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.04.35.594-00.04.38.488-seg19,forehand_clear,1,front,Sub15,train,107,1.000000,0.612685
train/forehand_clear/front/Sub15/Forehand Clear Front Video-00.04.41.422-00.04.44.799-seg20,forehand_clear,1,front,Sub15,train,116,1.000000,0.630879
train/forehand_clear/front/Sub16/Forehand Clear Front Video-00.01.20.609-00.01.24.102-seg01,forehand_clear,1,front,Sub16,train,125,0.856000,0.554343
train/forehand_clear/front/Sub16/Forehand Clear Front Video-00.02.05.444-00.02.09.398-seg02,forehand_clear,1,front,Sub16,train,133,1.000000,0.615552
train/forehand_clear/front/Sub16/Forehand Clear Front Video-00.02.41.013-00.02.45.100-seg03,forehand_clear,1,front,Sub16,train,125,0.928000,0.567476
train/forehand_clear/front/Sub16/Forehand Clear Front Video-00.03.34.608-00.03.37.990-seg04,forehand_clear,1,front,Sub16,train,121,0.909091,0.534951
train/forehand_clear/front/Sub16/Forehand Clear Front Video-00.04.01.658-00.04.05.208-seg06,forehand_clear,1,front,Sub16,train,128,0.898438,0.523249
train/forehand_clear/front/Sub16/Forehand Clear Front Video-00.06.14.144-00.06.17.952-seg09,forehand_clear,1,front,Sub16,train,120,0.808333,0.492105
train/forehand_clear/front/Sub16/Forehand Clear Front Video-00.07.09.932-00.07.13.826-seg12,forehand_clear,1,front,Sub16,train,146,0.842466,0.523186
train/forehand_clear/front/Sub16/Forehand Clear Front Video-00.08.11.760-00.08.15.602-seg14,forehand_clear,1,front,Sub16,train,140,0.907143,0.532654
train/forehand_clear/front/Sub16/Forehand Clear Front Video-00.11.16.117-00.11.20.267-seg17,forehand_clear,1,front,Sub16,train,130,0.961538,0.603097
train/forehand_clear/front/Sub16/Forehand Clear Front Video-00.11.44.697-00.11.48.093-seg18,forehand_clear,1,front,Sub16,train,124,0.887097,0.553605
train/forehand_clear/front/Sub16/Forehand Clear Front Video-00.13.56.003-00.13.59.883-seg19,forehand_clear,1,front,Sub16,train,118,0.838983,0.520291
train/forehand_clear/front/Sub16/Forehand Clear Front Video-00.14.09.011-00.14.13.719-seg20,forehand_clear,1,front,Sub16,train,143,0.951049,0.606910
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.00.05.782-00.00.08.854-seg01,forehand_clear,1,front,Sub18,train,117,1.000000,0.758642
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.00.10.909-00.00.14.541-seg02,forehand_clear,1,front,Sub18,train,138,1.000000,0.790688
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.00.17.301-00.00.20.612-seg03,forehand_clear,1,front,Sub18,train,110,1.000000,0.746845
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.00.23.505-00.00.27.176-seg04,forehand_clear,1,front,Sub18,train,127,1.000000,0.778833
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.00.29.824-00.00.35.360-seg05,forehand_clear,1,front,Sub18,train,192,0.937500,0.733879
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.00.38.117-00.00.42.989-seg06,forehand_clear,1,front,Sub18,train,151,1.000000,0.749554
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.00.45.787-00.00.50.302-seg07,forehand_clear,1,front,Sub18,train,161,1.000000,0.785355
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.00.53.222-00.00.56.951-seg08,forehand_clear,1,front,Sub18,train,120,1.000000,0.776101
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.00.59.816-00.01.03.710-seg09,forehand_clear,1,front,Sub18,train,143,0.965035,0.748007
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.01.06.533-00.01.11.609-seg10,forehand_clear,1,front,Sub18,train,170,0.970588,0.760309
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.01.14.491-00.01.18.427-seg11,forehand_clear,1,front,Sub18,train,134,0.828358,0.668591
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.01.21.073-00.01.25.153-seg12,forehand_clear,1,front,Sub18,train,126,0.960317,0.746241
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.01.27.957-00.01.35.107-seg13,forehand_clear,1,front,Sub18,train,245,1.000000,0.804099
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.01.37.962-00.01.41.976-seg14,forehand_clear,1,front,Sub18,train,151,1.000000,0.793595
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.01.45.234-00.01.49.738-seg15,forehand_clear,1,front,Sub18,train,144,1.000000,0.798889
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.01.52.607-00.01.56.728-seg16,forehand_clear,1,front,Sub18,train,143,1.000000,0.785411
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.01.59.768-00.02.03.783-seg17,forehand_clear,1,front,Sub18,train,145,1.000000,0.802877
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.02.06.677-00.02.10.829-seg18,forehand_clear,1,front,Sub18,train,146,1.000000,0.817713
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.02.13.633-00.02.17.706-seg19,forehand_clear,1,front,Sub18,train,143,1.000000,0.799323
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.02.20.764-00.02.24.309-seg20,forehand_clear,1,front,Sub18,train,131,1.000000,0.780975
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.02.27.419-00.02.31.509-seg21,forehand_clear,1,front,Sub18,train,137,1.000000,0.800444
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.02.34.380-00.02.38.219-seg22,forehand_clear,1,front,Sub18,train,128,1.000000,0.798931
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.02.41.030-00.02.47.591-seg23,forehand_clear,1,front,Sub18,train,199,0.904523,0.742797
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.02.50.453-00.02.54.626-seg24,forehand_clear,1,front,Sub18,train,140,1.000000,0.785185
train/forehand_clear/front/Sub18/Forehand Clear Front Video-00.02.57.530-00.03.02.936-seg25,forehand_clear,1,front,Sub18,train,180,1.000000,0.792843
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.00.38.657-00.00.42.051-seg01,forehand_clear,1,front,Sub19,train,110,1.000000,0.682829
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.01.06.211-00.01.10.803-seg02,forehand_clear,1,front,Sub19,train,163,1.000000,0.690673
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.01.25.699-00.01.30.240-seg03,forehand_clear,1,front,Sub19,train,146,1.000000,0.711311
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.01.56.468-00.02.00.074-seg04,forehand_clear,1,front,Sub19,train,111,1.000000,0.742017
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.02.03.797-00.02.08.069-seg05,forehand_clear,1,front,Sub19,train,141,1.000000,0.735210
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.02.21.758-00.02.25.562-seg06,forehand_clear,1,front,Sub19,train,125,1.000000,0.728021
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.02.34.875-00.02.39.475-seg07,forehand_clear,1,front,Sub19,train,153,1.000000,0.697575
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.03.18.667-00.03.23.379-seg08,forehand_clear,1,front,Sub19,train,165,1.000000,0.737044
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.03.47.514-00.03.51.563-seg09,forehand_clear,1,front,Sub19,train,140,1.000000,0.740559
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.04.15.272-00.04.19.902-seg10,forehand_clear,1,front,Sub19,train,151,1.000000,0.704982
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.04.37.783-00.04.41.958-seg11,forehand_clear,1,front,Sub19,train,152,1.000000,0.727609
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.04.54.299-00.04.58.712-seg12,forehand_clear,1,front,Sub19,train,145,1.000000,0.715910
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.05.28.420-00.05.33.142-seg13,forehand_clear,1,front,Sub19,train,158,1.000000,0.741856
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.06.09.651-00.06.14.389-seg14,forehand_clear,1,front,Sub19,train,165,1.000000,0.712700
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.06.51.138-00.06.55.526-seg15,forehand_clear,1,front,Sub19,train,139,1.000000,0.748761
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.07.32.051-00.07.36.452-seg16,forehand_clear,1,front,Sub19,train,137,1.000000,0.738336
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.08.08.418-00.08.13.520-seg17,forehand_clear,1,front,Sub19,train,169,1.000000,0.735460
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.09.05.466-00.09.10.165-seg18,forehand_clear,1,front,Sub19,train,158,1.000000,0.710282
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.09.55.058-00.09.59.502-seg19,forehand_clear,1,front,Sub19,train,139,1.000000,0.754299
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.11.12.448-00.11.16.303-seg20,forehand_clear,1,front,Sub19,train,119,1.000000,0.726166
train/forehand_clear/front/Sub19/Forehand Clear Front Video-00.11.59.177-00.12.04.524-seg21,forehand_clear,1,front,Sub19,train,185,0.945946,0.717500
train/forehand_clear/front/Sub24/Forehand Clear Front Video-00.00.35.100-00.00.38.937-seg01,forehand_clear,1,front,Sub24,train,146,1.000000,0.710198
train/forehand_clear/front/Sub24/Forehand Clear Front Video-00.00.55.451-00.00.59.533-seg02,forehand_clear,1,front,Sub24,train,133,1.000000,0.676856
train/forehand_clear/front/Sub24/Forehand Clear Front Video-00.01.16.979-00.01.20.850-seg03,forehand_clear,1,front,Sub24,train,143,1.000000,0.689714
train/forehand_clear/front/Sub24/Forehand Clear Front Video-00.01.37.989-00.01.42.593-seg04,forehand_clear,1,front,Sub24,train,165,1.000000,0.694762
train/forehand_clear/front/Sub24/Forehand Clear Front Video-00.02.08.830-00.02.12.353-seg05,forehand_clear,1,front,Sub24,train,128,1.000000,0.687081
