source_video,output_video,output_pose,split,class,view,subject,source_frames,start_frame,motion_peak_frame,output_frames,peak_position_in_output
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.26.012-00.01.30.028-seg12.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.26.012-00.01.30.028-seg12__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.26.012-00.01.30.028-seg12__start_at_swing.npz,train,backhand_drive,side,Sub15,122,69,72,53,0.057692307692307696
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.33.700-00.01.36.356-seg13.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.33.700-00.01.36.356-seg13__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.33.700-00.01.36.356-seg13__start_at_swing.npz,train,backhand_drive,side,Sub15,102,37,40,65,0.046875
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.39.844-00.01.42.204-seg14.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.39.844-00.01.42.204-seg14__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.39.844-00.01.42.204-seg14__start_at_swing.npz,train,backhand_drive,side,Sub15,98,44,47,54,0.05660377358490566
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.43.588-00.01.48.211-seg15.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.43.588-00.01.48.211-seg15__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.43.588-00.01.48.211-seg15__start_at_swing.npz,train,backhand_drive,side,Sub15,158,99,102,59,0.05172413793103448
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.50.524-00.01.54.468-seg16.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.50.524-00.01.54.468-seg16__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.50.524-00.01.54.468-seg16__start_at_swing.npz,train,backhand_drive,side,Sub15,136,94,97,42,0.07317073170731707
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.56.580-00.02.01.547-seg17.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.56.580-00.02.01.547-seg17__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.01.56.580-00.02.01.547-seg17__start_at_swing.npz,train,backhand_drive,side,Sub15,168,102,105,66,0.046153846153846156
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.04.190-00.02.08.694-seg18.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.04.190-00.02.08.694-seg18__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.04.190-00.02.08.694-seg18__start_at_swing.npz,train,backhand_drive,side,Sub15,142,58,61,84,0.03614457831325301
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.11.355-00.02.14.197-seg19.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.11.355-00.02.14.197-seg19__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.11.355-00.02.14.197-seg19__start_at_swing.npz,train,backhand_drive,side,Sub15,97,31,34,66,0.046153846153846156
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.16.820-00.02.20.885-seg20.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.16.820-00.02.20.885-seg20__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.16.820-00.02.20.885-seg20__start_at_swing.npz,train,backhand_drive,side,Sub15,148,81,84,67,0.045454545454545456
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.28.522-00.02.34.789-seg21.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.28.522-00.02.34.789-seg21__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.28.522-00.02.34.789-seg21__start_at_swing.npz,train,backhand_drive,side,Sub15,205,142,145,63,0.04838709677419355
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.38.160-00.02.44.081-seg22.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.38.160-00.02.44.081-seg22__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.38.160-00.02.44.081-seg22__start_at_swing.npz,train,backhand_drive,side,Sub15,184,112,115,72,0.04225352112676056
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.47.447-00.02.49.241-seg23.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.47.447-00.02.49.241-seg23__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.47.447-00.02.49.241-seg23__start_at_swing.npz,train,backhand_drive,side,Sub15,69,29,32,40,0.07692307692307693
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.52.801-00.02.56.049-seg24.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.52.801-00.02.56.049-seg24__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.02.52.801-00.02.56.049-seg24__start_at_swing.npz,train,backhand_drive,side,Sub15,123,52,55,71,0.04285714285714286
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.03.04.225-00.03.08.305-seg26.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.03.04.225-00.03.08.305-seg26__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.03.04.225-00.03.08.305-seg26__start_at_swing.npz,train,backhand_drive,side,Sub15,131,64,67,67,0.045454545454545456
data\manual_clips\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.03.15.067-00.03.20.869-seg27.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.03.15.067-00.03.20.869-seg27__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub15\Backhand Drive Side Video-00.03.15.067-00.03.20.869-seg27__start_at_swing.npz,train,backhand_drive,side,Sub15,178,105,108,73,0.041666666666666664
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.00.47.244-00.00.50.515-seg01.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.00.47.244-00.00.50.515-seg01__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.00.47.244-00.00.50.515-seg01__start_at_swing.npz,train,backhand_drive,side,Sub16,107,56,59,51,0.06
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.01.05.687-00.01.08.661-seg02.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.01.05.687-00.01.08.661-seg02__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.01.05.687-00.01.08.661-seg02__start_at_swing.npz,train,backhand_drive,side,Sub16,111,47,50,64,0.047619047619047616
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.01.48.697-00.01.52.375-seg03.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.01.48.697-00.01.52.375-seg03__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.01.48.697-00.01.52.375-seg03__start_at_swing.npz,train,backhand_drive,side,Sub16,133,76,79,57,0.05357142857142857
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.02.01.330-00.02.04.562-seg04.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.02.01.330-00.02.04.562-seg04__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.02.01.330-00.02.04.562-seg04__start_at_swing.npz,train,backhand_drive,side,Sub16,108,38,41,70,0.043478260869565216
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.02.18.603-00.02.21.381-seg05.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.02.18.603-00.02.21.381-seg05__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.02.18.603-00.02.21.381-seg05__start_at_swing.npz,train,backhand_drive,side,Sub16,103,60,63,43,0.07142857142857142
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.02.49.759-00.02.52.338-seg06.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.02.49.759-00.02.52.338-seg06__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.02.49.759-00.02.52.338-seg06__start_at_swing.npz,train,backhand_drive,side,Sub16,102,29,32,73,0.041666666666666664
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.03.12.852-00.03.15.641-seg07.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.03.12.852-00.03.15.641-seg07__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.03.12.852-00.03.15.641-seg07__start_at_swing.npz,train,backhand_drive,side,Sub16,111,42,45,69,0.04411764705882353
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.03.32.371-00.03.35.394-seg08.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.03.32.371-00.03.35.394-seg08__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.03.32.371-00.03.35.394-seg08__start_at_swing.npz,train,backhand_drive,side,Sub16,103,49,52,54,0.05660377358490566
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.03.55.627-00.03.59.126-seg09.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.03.55.627-00.03.59.126-seg09__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.03.55.627-00.03.59.126-seg09__start_at_swing.npz,train,backhand_drive,side,Sub16,125,48,51,77,0.039473684210526314
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.04.26.492-00.04.29.643-seg10.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.04.26.492-00.04.29.643-seg10__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.04.26.492-00.04.29.643-seg10__start_at_swing.npz,train,backhand_drive,side,Sub16,111,47,50,64,0.047619047619047616
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.04.50.582-00.04.53.782-seg11.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.04.50.582-00.04.53.782-seg11__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.04.50.582-00.04.53.782-seg11__start_at_swing.npz,train,backhand_drive,side,Sub16,115,56,59,59,0.05172413793103448
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.05.20.680-00.05.24.252-seg12.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.05.20.680-00.05.24.252-seg12__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.05.20.680-00.05.24.252-seg12__start_at_swing.npz,train,backhand_drive,side,Sub16,129,69,72,60,0.05084745762711865
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.05.47.291-00.05.50.208-seg13.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.05.47.291-00.05.50.208-seg13__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.05.47.291-00.05.50.208-seg13__start_at_swing.npz,train,backhand_drive,side,Sub16,98,40,43,58,0.05263157894736842
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.06.23.436-00.06.27.727-seg14.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.06.23.436-00.06.27.727-seg14__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.06.23.436-00.06.27.727-seg14__start_at_swing.npz,train,backhand_drive,side,Sub16,143,101,104,42,0.07317073170731707
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.06.42.557-00.06.46.228-seg15.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.06.42.557-00.06.46.228-seg15__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.06.42.557-00.06.46.228-seg15__start_at_swing.npz,train,backhand_drive,side,Sub16,128,65,68,63,0.04838709677419355
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.07.06.172-00.07.09.915-seg16.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.07.06.172-00.07.09.915-seg16__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.07.06.172-00.07.09.915-seg16__start_at_swing.npz,train,backhand_drive,side,Sub16,119,50,53,69,0.04411764705882353
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.07.31.538-00.07.34.643-seg17.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.07.31.538-00.07.34.643-seg17__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.07.31.538-00.07.34.643-seg17__start_at_swing.npz,train,backhand_drive,side,Sub16,111,52,55,59,0.05172413793103448
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.08.18.210-00.08.21.520-seg19.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.08.18.210-00.08.21.520-seg19__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.08.18.210-00.08.21.520-seg19__start_at_swing.npz,train,backhand_drive,side,Sub16,107,51,54,56,0.05454545454545454
data\manual_clips\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.08.50.536-00.08.53.736-seg20.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.08.50.536-00.08.53.736-seg20__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub16\Backhand Drive Side Video-00.08.50.536-00.08.53.736-seg20__start_at_swing.npz,train,backhand_drive,side,Sub16,114,61,64,53,0.057692307692307696
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.05.512-00.00.08.015-seg01.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.05.512-00.00.08.015-seg01__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.05.512-00.00.08.015-seg01__start_at_swing.npz,train,backhand_drive,side,Sub18,92,42,45,50,0.061224489795918366
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.10.705-00.00.13.650-seg02.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.10.705-00.00.13.650-seg02__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.10.705-00.00.13.650-seg02__start_at_swing.npz,train,backhand_drive,side,Sub18,111,67,70,44,0.06976744186046512
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.16.292-00.00.19.155-seg03.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.16.292-00.00.19.155-seg03__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.16.292-00.00.19.155-seg03__start_at_swing.npz,train,backhand_drive,side,Sub18,96,52,55,44,0.06976744186046512
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.21.837-00.00.25.349-seg04.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.21.837-00.00.25.349-seg04__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.21.837-00.00.25.349-seg04__start_at_swing.npz,train,backhand_drive,side,Sub18,132,78,81,54,0.05660377358490566
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.28.093-00.00.30.813-seg05.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.28.093-00.00.30.813-seg05__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.28.093-00.00.30.813-seg05__start_at_swing.npz,train,backhand_drive,side,Sub18,86,41,44,45,0.06818181818181818
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.39.735-00.00.42.823-seg07.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.39.735-00.00.42.823-seg07__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.39.735-00.00.42.823-seg07__start_at_swing.npz,train,backhand_drive,side,Sub18,116,72,75,44,0.06976744186046512
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.45.628-00.00.48.659-seg08.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.45.628-00.00.48.659-seg08__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.45.628-00.00.48.659-seg08__start_at_swing.npz,train,backhand_drive,side,Sub18,111,63,66,48,0.06382978723404255
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.57.499-00.01.00.036-seg10.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.57.499-00.01.00.036-seg10__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.00.57.499-00.01.00.036-seg10__start_at_swing.npz,train,backhand_drive,side,Sub18,93,52,55,41,0.075
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.10.353-00.01.13.288-seg12.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.10.353-00.01.13.288-seg12__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.10.353-00.01.13.288-seg12__start_at_swing.npz,train,backhand_drive,side,Sub18,100,62,65,38,0.08108108108108109
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.16.049-00.01.18.803-seg13.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.16.049-00.01.18.803-seg13__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.16.049-00.01.18.803-seg13__start_at_swing.npz,train,backhand_drive,side,Sub18,86,41,44,45,0.06818181818181818
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.21.666-00.01.24.338-seg14.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.21.666-00.01.24.338-seg14__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.21.666-00.01.24.338-seg14__start_at_swing.npz,train,backhand_drive,side,Sub18,102,60,63,42,0.07317073170731707
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.27.315-00.01.29.943-seg15.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.27.315-00.01.29.943-seg15__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.27.315-00.01.29.943-seg15__start_at_swing.npz,train,backhand_drive,side,Sub18,90,54,57,36,0.08571428571428572
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.32.780-00.01.35.589-seg16.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.32.780-00.01.35.589-seg16__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.32.780-00.01.35.589-seg16__start_at_swing.npz,train,backhand_drive,side,Sub18,109,65,68,44,0.06976744186046512
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.38.325-00.01.41.086-seg17.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.38.325-00.01.41.086-seg17__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.38.325-00.01.41.086-seg17__start_at_swing.npz,train,backhand_drive,side,Sub18,94,49,52,45,0.06818181818181818
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.43.893-00.01.46.909-seg18.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.43.893-00.01.46.909-seg18__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.43.893-00.01.46.909-seg18__start_at_swing.npz,train,backhand_drive,side,Sub18,119,69,72,50,0.061224489795918366
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.49.542-00.01.52.518-seg19.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.49.542-00.01.52.518-seg19__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.01.49.542-00.01.52.518-seg19__start_at_swing.npz,train,backhand_drive,side,Sub18,107,64,67,43,0.07142857142857142
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.02.12.365-00.02.15.381-seg23.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.02.12.365-00.02.15.381-seg23__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.02.12.365-00.02.15.381-seg23__start_at_swing.npz,train,backhand_drive,side,Sub18,103,51,54,52,0.058823529411764705
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.02.18.109-00.02.20.373-seg24.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.02.18.109-00.02.20.373-seg24__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.02.18.109-00.02.20.373-seg24__start_at_swing.npz,train,backhand_drive,side,Sub18,73,35,38,38,0.08108108108108109
data\manual_clips\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.02.23.223-00.02.26.718-seg25.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.02.23.223-00.02.26.718-seg25__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub18\Backhand Drive Side Video-00.02.23.223-00.02.26.718-seg25__start_at_swing.npz,train,backhand_drive,side,Sub18,113,62,65,51,0.06
data\manual_clips\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.00.23.906-00.00.26.996-seg01.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.00.23.906-00.00.26.996-seg01__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.00.23.906-00.00.26.996-seg01__start_at_swing.npz,train,backhand_drive,side,Sub19,121,81,84,40,0.07692307692307693
data\manual_clips\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.01.18.205-00.01.21.620-seg02.mov,data\manual_clips_temporal_augmented\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.01.18.205-00.01.21.620-seg02__start_at_swing.mp4,data\processed\manual_clips_2class_temporal_augmented_poses\train\backhand_drive\side\Sub19\Backhand Drive Side Video-00.01.18.205-00.01.21.620-seg02__start_at_swing.npz,train,backhand_drive,side,Sub19,110,59,62,51,0.06
